"index","MID","CID","ID"
"872","tt0154565","2.0","872"
"873","tt0116391","2.0","873"
"874","tt1099196","2.0","874"
"875","tt0104404","2.0","875"
"876","tt0882967","0.0","876"
"877","tt0375791","2.0","877"
"878","tt0178184","2.0","878"
"879","tt0346507","2.0","879"
"880","tt0348187","2.0","880"
"881","tt1907761","2.0","881"
"882","tt0111780","2.0","882"
"883","tt0306855","2.0","883"
"884","tt6046994","2.0","884"
"885","tt2905768","2.0","885"
"886","tt1174041","2.0","886"
"887","tt0347416","2.0","887"
"888","tt4262516","2.0","888"
"889","tt3615160","17.0","889"
"890","tt0071800","2.0","890"
"891","tt0172761","2.0","891"
"892","tt0084630","2.0","892"
"893","tt1455811","2.0","893"
"894","tt2406676","2.0","894"
"895","tt1754920","2.0","895"
"896","tt3716142","2.0","896"
"897","tt1170404","2.0","897"
"898","tt0281102","2.0","898"
"899","tt0229193","2.0","899"
"900","tt2215163","2.0","900"
"901","tt0444820","2.0","901"
"902","tt0995718","2.0","902"
"903","tt2077833","2.0","903"
"904","tt0453729","2.0","904"
"905","tt1773015","2.0","905"
"906","tt0265690","2.0","906"
"907","tt0115042","2.0","907"
"908","tt0097563","2.0","908"
"909","tt0823451","2.0","909"
"910","tt1582466","2.0","910"
"911","tt1980986","2.0","911"
"912","tt0150433","2.0","912"
"913","tt2178508","2.0","913"
"914","tt0075669","2.0","914"
"915","tt0341562","2.0","915"
"916","tt0303661","0.0","916"
"917","tt1451797","2.0","917"
"918","tt0385351","2.0","918"
"919","tt0456500","2.0","919"
"920","tt0107321","2.0","920"
"921","tt0349620","2.0","921"
"922","tt1188982","2.0","922"
"923","tt5785116","2.0","923"
"924","tt0300475","2.0","924"
"925","tt0196635","2.0","925"
"926","tt0085886","2.0","926"
"927","tt0833553","1.0","927"
"928","tt0121352","2.0","928"
"929","tt1328634","2.0","929"
"930","tt0322653","2.0","930"
"931","tt0139525","2.0","931"
"932","tt1242530","2.0","932"
"933","tt0470614","2.0","933"
"934","tt3501994","2.0","934"
"935","tt0251356","2.0","935"
"936","tt0189492","2.0","936"
"937","tt0284811","2.0","937"
"938","tt0486615","2.0","938"
"939","tt0118957","2.0","939"
"940","tt0374660","2.0","940"
"941","tt6095994","2.0","941"
"942","tt0177502","2.0","942"
"943","tt0295603","2.0","943"
"944","tt0473567","2.0","944"
"945","tt0114031","2.0","945"
"946","tt0348843","2.0","946"
"947","tt0126871","2.0","947"
"948","tt1185412","2.0","948"
"949","tt0495034","2.0","949"
"950","tt1252596","2.0","950"
"951","tt0190419","2.0","951"
"952","tt0311411","2.0","952"
"953","tt2630076","2.0","953"
"954","tt0106221","2.0","954"
"955","tt4386684","2.0","955"
"956","tt1618430","2.0","956"
"957","tt3107246","2.0","957"
"958","tt0077609","2.0","958"
"959","tt2112131","2.0","959"
"960","tt6734984","2.0","960"
"961","tt0371735","2.0","961"
"962","tt7549484","2.0","962"
"963","tt0102071","2.0","963"
"964","tt0369516","2.0","964"
"965","tt0061842","2.0","965"
"966","tt7262178","2.0","966"
"967","tt0062177","2.0","967"
"968","tt5212160","2.0","968"
"969","tt1727535","2.0","969"
"970","tt0072777","2.0","970"
"971","tt2094854","2.0","971"
"972","tt2361148","2.0","972"
"973","tt0437238","2.0","973"
"974","tt0359325","2.0","974"
"975","tt0320097","2.0","975"
"976","tt0339864","2.0","976"
"977","tt0136352","2.0","977"
"978","tt0109134","2.0","978"
"979","tt3531852","2.0","979"
"980","tt0374184","4.0","980"
"981","tt0340178","2.0","981"
"982","tt0314557","2.0","982"
"983","tt0106725","2.0","983"
"984","tt0064506","2.0","984"
"985","tt1290054","2.0","985"
"986","tt0154749","2.0","986"
"987","tt3159708","2.0","987"
"988","tt4338154","2.0","988"
"989","tt1627924","2.0","989"
"990","tt4117066","2.0","990"
"991","tt0151466","2.0","991"
"992","tt0155805","2.0","992"
"993","tt3524410","2.0","993"
"994","tt0811066","2.0","994"
"995","tt5600714","2.0","995"
"996","tt0255097","2.0","996"
"997","tt0071145","2.0","997"
"998","tt0074417","2.0","998"
"999","tt3563156","2.0","999"
"1000","tt0133024","2.0","1000"
"1001","tt0247909","2.0","1001"
"1002","tt0342624","2.0","1002"
"1003","tt7260848","2.0","1003"
"1004","tt2678948","2.0","1004"
"1005","tt0180846","1.0","1005"
"1006","tt5743888","2.0","1006"
"1007","tt0991346","2.0","1007"
"1008","tt0233226","2.0","1008"
"1009","tt0348078","2.0","1009"
"1010","tt0120456","2.0","1010"
"1011","tt0455829","2.0","1011"
"1012","tt0095936","2.0","1012"
"1013","tt3419894","9.0","1013"
"1014","tt1345777","2.0","1014"
"1015","tt1772872","2.0","1015"
"1016","tt0301215","2.0","1016"
"1017","tt7154994","2.0","1017"
"1018","tt2064849","2.0","1018"
"1019","tt1415252","2.0","1019"
"1020","tt0070434","2.0","1020"
"1021","tt0237395","2.0","1021"
"1022","tt0073104","2.0","1022"
"1023","tt0364049","2.0","1023"
"1024","tt0405266","2.0","1024"
"1025","tt0106541","2.0","1025"
"1026","tt0349878","2.0","1026"
"1027","tt0099869","2.0","1027"
"1028","tt0118680","2.0","1028"
"1029","tt0833561","2.0","1029"
"1030","tt1385824","2.0","1030"
"1031","tt0048613","2.0","1031"
"1032","tt0369637","2.0","1032"
"1033","tt0386650","2.0","1033"
"1034","tt0091256","2.0","1034"
"1035","tt0357328","2.0","1035"
"1036","tt0363567","2.0","1036"
"1037","tt2876408","2.0","1037"
"1038","tt0050665","2.0","1038"
"1039","tt1083988","2.0","1039"
"1040","tt2629322","18.0","1040"
"1041","tt0061073","2.0","1041"
"1042","tt0060306","2.0","1042"
"1043","tt0411469","2.0","1043"
"1044","tt1392744","2.0","1044"
"1045","tt2255934","2.0","1045"
"1046","tt6080746","2.0","1046"
"1047","tt0337613","2.0","1047"
"1048","tt0266757","2.0","1048"
"1049","tt0216707","2.0","1049"
"1050","tt1182884","2.0","1050"
"1051","tt0041161","2.0","1051"
"1052","tt0059893","2.0","1052"
"1053","tt0287111","2.0","1053"
"1054","tt0214832","2.0","1054"
"1055","tt5638474","2.0","1055"
"1056","tt0255111","2.0","1056"
"1057","tt0244528","2.0","1057"
"1058","tt1465493","2.0","1058"
"1059","tt7028460","2.0","1059"
"1060","tt1637691","2.0","1060"
"1061","tt0102705","2.0","1061"
"1062","tt0094979","0.0","1062"
"1063","tt1808221","2.0","1063"
"1064","tt0250690","2.0","1064"
"1065","tt0384491","2.0","1065"
"1066","tt1322257","2.0","1066"
"1067","tt0232960","2.0","1067"
"1068","tt0117983","2.0","1068"
"1069","tt1773109","2.0","1069"
"1070","tt1159926","19.0","1070"
"1071","tt4512230","2.0","1071"
"1072","tt5310090","2.0","1072"
"1073","tt0284137","2.0","1073"
"1074","tt1562859","2.0","1074"
"1075","tt0104607","2.0","1075"
"1076","tt4621100","2.0","1076"
"1077","tt2392447","2.0","1077"
"1078","tt0416120","2.0","1078"
"1079","tt0061960","0.0","1079"
"1080","tt1629295","2.0","1080"
"1081","tt0430702","2.0","1081"
"1082","tt0435079","2.0","1082"
"1083","tt0049378","2.0","1083"
"1084","tt0068305","2.0","1084"
"1085","tt0297416","2.0","1085"
"1086","tt0054910","2.0","1086"
"1087","tt1512321","2.0","1087"
"1088","tt9007142","2.0","1088"
"1089","tt0319736","2.0","1089"
"1090","tt1629715","2.0","1090"
"1091","tt0119428","2.0","1091"
"1092","tt0289685","2.0","1092"
"1093","tt2814372","2.0","1093"
"1094","tt2727028","2.0","1094"
"1095","tt1370429","2.0","1095"
"1096","tt1664809","2.0","1096"
"1097","tt0813996","2.0","1097"
"1098","tt0371922","2.0","1098"
"1099","tt1324078","2.0","1099"
"1100","tt0205445","2.0","1100"
"1101","tt0314006","2.0","1101"
"1102","tt2796318","2.0","1102"
"1103","tt3636776","2.0","1103"
"1104","tt3547616","2.0","1104"
"1105","tt0232079","2.0","1105"
"1106","tt2166214","2.0","1106"
"1107","tt7560484","2.0","1107"
"1108","tt2064816","2.0","1108"
"1109","tt0291883","2.0","1109"
"1110","tt0946999","2.0","1110"
"1111","tt0056436","2.0","1111"
"1112","tt0260494","2.0","1112"
"1113","tt4323504","2.0","1113"
"1114","tt4906984","2.0","1114"
"1115","tt0429289","2.0","1115"
"1116","tt0311413","2.0","1116"
"1117","tt0326805","2.0","1117"
"1118","tt0286752","2.0","1118"
"1119","tt0105866","2.0","1119"
"1120","tt3776484","2.0","1120"
"1121","tt8932884","2.0","1121"
"1122","tt1092005","2.0","1122"
"1123","tt0348824","2.0","1123"
"1124","tt0251320","2.0","1124"
"1125","tt0064241","2.0","1125"
"1126","tt0233264","2.0","1126"
"1127","tt0114615","2.0","1127"
"1128","tt0060689","2.0","1128"
"1129","tt0422950","2.0","1129"
"1130","tt0983990","2.0","1130"
"1131","tt0343850","2.0","1131"
"1132","tt0347332","2.0","1132"
"1133","tt5513098","2.0","1133"
"1134","tt6642396","2.0","1134"
"1135","tt0152256","2.0","1135"
"1136","tt4501576","2.0","1136"
"1137","tt0476550","2.0","1137"
"1138","tt0152278","2.0","1138"
"1139","tt0335044","2.0","1139"
"1140","tt1666308","2.0","1140"
"1141","tt0128985","2.0","1141"
"1142","tt1828289","2.0","1142"
"1143","tt2571140","2.0","1143"
"1144","tt0119285","2.0","1144"
"1145","tt0807758","2.0","1145"
"1146","tt1179781","2.0","1146"
"1147","tt5805252","2.0","1147"
"1148","tt3886444","2.0","1148"
"1149","tt5784860","2.0","1149"
"1150","tt2429640","2.0","1150"
"1151","tt0102636","2.0","1151"
"1152","tt1373156","2.0","1152"
"1153","tt0383719","2.0","1153"
"1154","tt0058257","2.0","1154"
"1155","tt0059354","2.0","1155"
"1156","tt0243472","2.0","1156"
"1157","tt1916728","2.0","1157"
"1158","tt0422236","2.0","1158"
"1159","tt4187650","2.0","1159"
"1160","tt1606267","2.0","1160"
"1161","tt1372266","2.0","1161"
"1162","tt0110140","2.0","1162"
"1163","tt3422462","2.0","1163"
"1164","tt0345177","2.0","1164"
"1165","tt0872190","2.0","1165"
"1166","tt0110254","2.0","1166"
"1167","tt1999935","2.0","1167"
"1168","tt0288427","2.0","1168"
"1169","tt0205380","2.0","1169"
"1170","tt3683702","2.0","1170"
"1171","tt0485243","2.0","1171"
"1172","tt0397742","2.0","1172"
"1173","tt0168529","2.0","1173"
"1174","tt0805184","2.0","1174"
"1175","tt0459605","2.0","1175"
"1176","tt0265148","2.0","1176"
"1177","tt2978626","2.0","1177"
"1178","tt2988272","2.0","1178"
"1179","tt3309662","2.0","1179"
"1180","tt0105515","2.0","1180"
"1181","tt0445022","2.0","1181"
"1182","tt0151511","2.0","1182"
"1183","tt4979160","2.0","1183"
"1184","tt0266439","2.0","1184"
"1185","tt0101244","2.0","1185"
"1186","tt0354922","2.0","1186"
"1187","tt2358412","2.0","1187"
"1188","tt0272688","2.0","1188"
"1189","tt0055783","2.0","1189"
"1190","tt1937092","2.0","1190"
"1191","tt0061046","2.0","1191"
"1192","tt6296236","2.0","1192"
"1193","tt2615584","2.0","1193"
"1194","tt3848938","2.0","1194"
"1195","tt1841542","2.0","1195"
"1196","tt2323964","2.0","1196"
"1197","tt0451631","2.0","1197"
"1198","tt2406636","2.0","1198"
"1199","tt0995827","2.0","1199"
"1200","tt0954914","2.0","1200"
"1201","tt0114236","2.0","1201"
"1202","tt0278522","2.0","1202"
"1203","tt0099652","2.0","1203"
"1204","tt2510874","2.0","1204"
"1205","tt5125414","2.0","1205"
"1206","tt0187188","2.0","1206"
"1207","tt0366985","2.0","1207"
"1208","tt0102645","2.0","1208"
"1209","tt0833484","2.0","1209"
"1210","tt1890513","2.0","1210"
"1211","tt0995752","2.0","1211"
"1212","tt0373856","2.0","1212"
"1213","tt0244585","2.0","1213"
"1214","tt0289845","2.0","1214"
"1215","tt0239495","2.0","1215"
"1216","tt0457875","2.0","1216"
"1217","tt0443331","2.0","1217"
"1218","tt0087975","2.0","1218"
"1219","tt0301231","2.0","1219"
"1220","tt0172519","2.0","1220"
"1221","tt2082436","16.0","1221"
"1222","tt1039989","2.0","1222"
"1223","tt0248428","2.0","1223"
"1224","tt0216110","2.0","1224"
"1225","tt0089413","2.0","1225"
"1226","tt1126516","2.0","1226"
"1227","tt0979891","2.0","1227"
"1228","tt2319889","2.0","1228"
"1229","tt3803860","2.0","1229"
"1230","tt0233422","2.0","1230"
"1231","tt0114231","2.0","1231"
"1232","tt5886216","2.0","1232"
"1233","tt0349703","2.0","1233"
"1234","tt0320736","2.0","1234"
"1235","tt0488381","2.0","1235"
"1236","tt0101732","2.0","1236"
"1237","tt0331256","2.0","1237"
"1238","tt0155985","2.0","1238"
"1239","tt0329393","2.0","1239"
"1240","tt0201840","20.0","1240"
"1241","tt0770214","2.0","1241"
"1242","tt0361772","2.0","1242"
"1243","tt0147925","2.0","1243"
"1244","tt2573750","2.0","1244"
"1245","tt0067164","2.0","1245"
"1246","tt0230347","2.0","1246"
"1247","tt5639388","2.0","1247"
"1248","tt5784852","2.0","1248"
"1249","tt2404027","2.0","1249"
"1250","tt0292740","2.0","1250"
"1251","tt0277981","2.0","1251"
"1252","tt0046799","2.0","1252"
"1253","tt6499258","2.0","1253"
"1254","tt0108109","2.0","1254"
"1255","tt1229390","2.0","1255"
"1256","tt5909308","2.0","1256"
"1257","tt5978194","2.0","1257"
"1258","tt0206921","2.0","1258"
"1259","tt0421277","2.0","1259"
"1260","tt2909396","2.0","1260"
"1261","tt0108001","2.0","1261"
"1262","tt0422689","2.0","1262"
"1263","tt4045666","2.0","1263"
"1264","tt0172980","2.0","1264"
"1265","tt2621000","2.0","1265"
"1266","tt0451803","2.0","1266"
"1267","tt1535467","2.0","1267"
"1268","tt0152836","2.0","1268"
"1269","tt0347278","2.0","1269"
"1270","tt3038772","2.0","1270"
"1271","tt0245825","2.0","1271"
"1272","tt0083820","2.0","1272"
"1273","tt2186731","2.0","1273"
"1274","tt2208248","2.0","1274"
"1275","tt0347779","2.0","1275"
"1276","tt0098461","2.0","1276"
"1277","tt1492872","2.0","1277"
"1278","tt0246009","2.0","1278"
"1279","tt0292742","2.0","1279"
"1280","tt1725795","2.0","1280"
"1281","tt4596814","2.0","1281"
"1282","tt0397882","2.0","1282"
"1283","tt0112313","2.0","1283"
"1284","tt5370442","16.0","1284"
"1285","tt1245774","2.0","1285"
"1286","tt1283956","2.0","1286"
"1287","tt0239235","2.0","1287"
"1288","tt1600439","2.0","1288"
"1289","tt0408837","2.0","1289"
"1290","tt0209263","2.0","1290"
"1291","tt0213753","2.0","1291"
"1292","tt0251194","2.0","1292"
"1293","tt0211126","2.0","1293"
"1294","tt0477252","2.0","1294"
"1295","tt0907674","6.0","1295"
"1296","tt0267363","2.0","1296"
"1297","tt0091284","2.0","1297"
"1298","tt0081401","2.0","1298"
"1299","tt0361436","2.0","1299"
"1300","tt3822600","2.0","1300"
"1301","tt0157316","2.0","1301"
"1302","tt0892874","2.0","1302"
"1303","tt6352548","2.0","1303"
"1304","tt0271748","2.0","1304"
"1305","tt0187271","2.0","1305"
"1306","tt0061650","2.0","1306"
"1307","tt0251756","2.0","1307"
"1308","tt0086925","2.0","1308"
"1309","tt0857381","2.0","1309"
"1310","tt4287778","2.0","1310"
"1311","tt2122340","2.0","1311"
"1312","tt0135140","2.0","1312"
"1313","tt0094299","2.0","1313"
"1314","tt0349333","2.0","1314"
"1315","tt1343362","2.0","1315"
"1316","tt0189633","2.0","1316"
"1317","tt0290820","2.0","1317"
"1318","tt0443594","2.0","1318"
"1319","tt0286707","2.0","1319"
"1320","tt0376080","2.0","1320"
"1321","tt0341549","2.0","1321"
"1322","tt5313980","2.0","1322"
"1323","tt0107777","2.0","1323"
"1324","tt1242782","2.0","1324"
"1325","tt0137100","15.0","1325"
"1326","tt0122427","2.0","1326"
"1327","tt5717110","2.0","1327"
"1328","tt3382148","2.0","1328"
"1329","tt0043307","2.0","1329"
"1330","tt0341455","2.0","1330"
"1331","tt0454429","2.0","1331"
"1332","tt0399942","2.0","1332"
"1333","tt3645014","2.0","1333"
"1334","tt1014672","2.0","1334"
"1335","tt0476884","2.0","1335"
"1336","tt0298607","2.0","1336"
"1337","tt0391079","2.0","1337"
"1338","tt0252358","2.0","1338"
"1339","tt0157339","2.0","1339"
"1340","tt0158534","2.0","1340"
"1341","tt0363472","2.0","1341"
"1342","tt0101733","2.0","1342"
"1343","tt6078866","2.0","1343"
"1344","tt0084532","2.0","1344"
"1345","tt1447508","2.0","1345"
"1346","tt0155074","2.0","1346"
"1347","tt0295682","0.0","1347"
"1348","tt2389974","2.0","1348"
"1349","tt3290688","2.0","1349"
"1350","tt0331479","2.0","1350"
"1351","tt0155088","2.0","1351"
"1352","tt2375567","2.0","1352"
"1353","tt0060104","2.0","1353"
"1354","tt0175423","2.0","1354"
"1355","tt0208903","2.0","1355"
"1356","tt0172234","2.0","1356"
"1357","tt5458088","2.0","1357"
"1358","tt4541102","2.0","1358"
"1359","tt2691010","2.0","1359"
"1360","tt1090650","2.0","1360"
"1361","tt0111384","2.0","1361"
"1362","tt1485072","2.0","1362"
"1363","tt0053637","2.0","1363"
"1364","tt0453978","2.0","1364"
"1365","tt0485513","2.0","1365"
"1366","tt0444849","2.0","1366"
"1367","tt0225515","2.0","1367"
"1368","tt0102119","2.0","1368"
"1369","tt0361505","2.0","1369"
"1370","tt0060659","2.0","1370"
"1371","tt0824316","2.0","1371"
"1372","tt0148375","2.0","1372"
"1373","tt4358344","2.0","1373"
"1374","tt5791986","2.0","1374"
"1375","tt0843328","2.0","1375"
"1376","tt1202540","2.0","1376"
"1377","tt1216300","2.0","1377"
"1378","tt0096827","2.0","1378"
"1379","tt0214866","2.0","1379"
"1380","tt0328671","2.0","1380"
"1381","tt0240084","2.0","1381"
"1382","tt0156659","2.0","1382"
"1383","tt0260077","2.0","1383"
"1384","tt1158700","2.0","1384"
"1385","tt0033616","1.0","1385"
"1386","tt0117623","2.0","1386"
"1387","tt3848888","2.0","1387"
"1388","tt0402230","1.0","1388"
"1389","tt0476649","2.0","1389"
"1390","tt1904875","2.0","1390"
"1391","tt0322027","2.0","1391"
"1392","tt3375154","2.0","1392"
"1393","tt0260155","2.0","1393"
"1394","tt0206020","2.0","1394"
"1395","tt0845494","2.0","1395"
"1396","tt4853926","2.0","1396"
"1397","tt0091598","2.0","1397"
"1398","tt1508950","2.0","1398"
"1399","tt0155775","2.0","1399"
"1400","tt0305455","2.0","1400"
"1401","tt0113913","2.0","1401"
"1402","tt0313495","2.0","1402"
"1403","tt3449320","2.0","1403"
"1404","tt5289170","2.0","1404"
"1405","tt0112738","2.0","1405"
"1406","tt0261001","2.0","1406"
"1407","tt0327761","2.0","1407"
"1408","tt0076527","2.0","1408"
"1409","tt0205968","2.0","1409"
"1410","tt0107166","2.0","1410"
"1411","tt0101283","2.0","1411"
"1412","tt0477857","2.0","1412"
"1413","tt1446071","2.0","1413"
"1414","tt0459475","2.0","1414"
"1415","tt0116002","2.0","1415"
"1416","tt4760750","2.0","1416"
"1417","tt0172300","2.0","1417"
"1418","tt1605790","2.0","1418"
"1419","tt1781838","2.0","1419"
"1420","tt0233206","2.0","1420"
"1421","tt0309618","2.0","1421"
"1422","tt0324951","2.0","1422"
"1423","tt1479667","2.0","1423"
"1424","tt0408976","2.0","1424"
"1425","tt0095955","2.0","1425"
"1426","tt0286936","2.0","1426"
"1427","tt0285958","2.0","1427"
"1428","tt0456413","2.0","1428"
"1429","tt2191721","2.0","1429"
"1430","tt0053965","2.0","1430"
"1431","tt2976176","2.0","1431"
"1432","tt5896934","2.0","1432"
"1433","tt0081491","2.0","1433"
"1434","tt2275794","2.0","1434"
"1435","tt5632164","2.0","1435"
"1436","tt2292625","2.0","1436"
"1437","tt0255112","2.0","1437"
"1438","tt0049072","2.0","1438"
"1439","tt0364604","2.0","1439"
"1440","tt0332313","2.0","1440"
"1441","tt0359157","2.0","1441"
"1442","tt0978642","2.0","1442"
"1443","tt0246420","2.0","1443"
"1444","tt0309087","2.0","1444"
"1445","tt0247936","2.0","1445"
"1446","tt7246718","2.0","1446"
"1447","tt3619710","2.0","1447"
"1448","tt0148266","2.0","1448"
"1449","tt3862004","2.0","1449"
"1450","tt0050758","2.0","1450"
"1451","tt0246839","2.0","1451"
"1452","tt0279021","2.0","1452"
"1453","tt1575672","2.0","1453"
"1454","tt0392883","2.0","1454"
"1455","tt0176105","2.0","1455"
"1456","tt2073138","2.0","1456"
"1457","tt1920986","2.0","1457"
"1458","tt0110584","2.0","1458"
"1459","tt0226847","2.0","1459"
"1460","tt3059106","2.0","1460"
"1461","tt2861320","2.0","1461"
"1462","tt0043306","2.0","1462"
"1463","tt0337611","2.0","1463"
"1464","tt4168188","2.0","1464"
"1465","tt2140315","2.0","1465"
"1466","tt0110942","2.0","1466"
"1467","tt2171454","2.0","1467"
"1468","tt0250122","2.0","1468"
"1469","tt0080322","2.0","1469"
"1470","tt0250452","2.0","1470"
"1471","tt0215911","2.0","1471"
"1472","tt0230737","2.0","1472"
"1473","tt0086156","2.0","1473"
"1474","tt7972674","2.0","1474"
"1475","tt0290429","2.0","1475"
"1476","tt0260345","2.0","1476"
"1477","tt1891884","2.0","1477"
"1478","tt0088099","2.0","1478"
"1479","tt0099043","2.0","1479"
"1480","tt3514330","2.0","1480"
"1481","tt4114302","2.0","1481"
"1482","tt0273406","2.0","1482"
"1483","tt0911024","1.0","1483"
"1484","tt0115484","2.0","1484"
"1485","tt0368400","2.0","1485"
"1486","tt0815890","2.0","1486"
"1487","tt1425618","2.0","1487"
"1488","tt0330977","2.0","1488"
"1489","tt0338690","2.0","1489"
"1490","tt1087856","2.0","1490"
"1491","tt0085361","2.0","1491"
"1492","tt0379250","2.0","1492"
"1493","tt2202086","2.0","1493"
"1494","tt2929840","2.0","1494"
"1495","tt0387989","2.0","1495"
"1496","tt1065099","2.0","1496"
"1497","tt2402631","2.0","1497"
"1498","tt0404537","2.0","1498"
"1499","tt0213775","2.0","1499"
"1500","tt0096252","2.0","1500"
"1501","tt5543746","2.0","1501"
"1502","tt1431122","2.0","1502"
"1503","tt0106204","2.0","1503"
"1504","tt0328998","2.0","1504"
"1505","tt2027138","2.0","1505"
"1506","tt2454134","2.0","1506"
"1507","tt1020978","2.0","1507"
"1508","tt0363833","2.0","1508"
"1509","tt1334254","2.0","1509"
"1510","tt2575290","1.0","1510"
"1511","tt0056379","2.0","1511"
"1512","tt1050739","2.0","1512"
"1513","tt1233600","2.0","1513"
"1514","tt3531604","2.0","1514"
"1515","tt1372681","2.0","1515"
"1516","tt2309600","2.0","1516"
"1517","tt7249874","2.0","1517"
"1518","tt1883121","2.0","1518"
"1519","tt0260411","2.0","1519"
"1520","tt0085913","2.0","1520"
"1521","tt0149573","2.0","1521"
"1522","tt0096415","2.0","1522"
"1523","tt1039969","2.0","1523"
"1524","tt0368811","2.0","1524"
"1525","tt0089599","0.0","1525"
"1526","tt0148706","2.0","1526"
"1527","tt4107858","2.0","1527"
"1528","tt0100441","2.0","1528"
"1529","tt0088031","2.0","1529"
"1530","tt0089201","2.0","1530"
"1531","tt3607198","6.0","1531"
"1532","tt3796006","2.0","1532"
"1533","tt0074730","2.0","1533"
"1534","tt2576450","2.0","1534"
"1535","tt1105747","2.0","1535"
"1536","tt0488836","2.0","1536"
"1537","tt3184756","2.0","1537"
"1538","tt5162476","2.0","1538"
"1539","tt5037626","15.0","1539"
"1540","tt0085178","2.0","1540"
"1541","tt0359971","2.0","1541"
"1542","tt0297241","2.0","1542"
"1543","tt0808164","2.0","1543"
"1544","tt4684028","2.0","1544"
"1545","tt3338188","2.0","1545"
"1546","tt1699525","2.0","1546"
"1547","tt0293342","2.0","1547"
"1548","tt0451983","2.0","1548"
"1549","tt4467202","2.0","1549"
"1550","tt0111793","2.0","1550"
"1551","tt0448206","2.0","1551"
"1552","tt0226786","2.0","1552"
"1553","tt0157337","2.0","1553"
"1554","tt0378025","2.0","1554"
"1555","tt0326722","2.0","1555"
"1556","tt0083636","2.0","1556"
"1557","tt2708550","2.0","1557"
"1558","tt1418380","0.0","1558"
"1559","tt0172089","2.0","1559"
"1560","tt0116898","2.0","1560"
"1561","tt0406977","2.0","1561"
"1562","tt0255713","2.0","1562"
"1563","tt0140377","2.0","1563"
"1564","tt0358063","2.0","1564"
"1565","tt6001942","2.0","1565"
"1566","tt0286683","2.0","1566"
"1567","tt0808306","2.0","1567"
"1568","tt4688446","2.0","1568"
"1569","tt0096477","2.0","1569"
"1570","tt1202517","2.0","1570"
"1571","tt0317985","2.0","1571"
"1572","tt0364303","2.0","1572"
"1573","tt0349122","2.0","1573"
"1574","tt0337633","2.0","1574"
"1575","tt0327028","2.0","1575"
"1576","tt0255305","2.0","1576"
"1577","tt4335954","2.0","1577"
"1578","tt0475645","2.0","1578"
"1579","tt0254179","2.0","1579"
"1580","tt0106203","2.0","1580"
"1581","tt0286640","2.0","1581"
"1582","tt5569160","2.0","1582"
"1583","tt4485366","2.0","1583"
"1584","tt0341554","2.0","1584"
"1585","tt1080568","2.0","1585"
"1586","tt1176961","2.0","1586"
"1587","tt1301698","2.0","1587"
"1588","tt4897908","2.0","1588"
"1589","tt0430381","2.0","1589"
"1590","tt0432536","2.0","1590"
"1591","tt1986040","2.0","1591"
"1592","tt0284328","2.0","1592"
"1593","tt0378647","2.0","1593"
"1594","tt0252385","2.0","1594"
"1595","tt0102200","2.0","1595"
"1596","tt0362696","2.0","1596"
"1597","tt0100002","2.0","1597"
"1598","tt2571022","2.0","1598"
"1599","tt1105709","2.0","1599"
"1600","tt4228746","2.0","1600"
"1601","tt0331639","2.0","1601"
"1602","tt1667076","2.0","1602"
"1603","tt0104605","2.0","1603"
"1604","tt0313395","2.0","1604"
"1605","tt0476888","2.0","1605"
"1606","tt0423286","2.0","1606"
"1607","tt0386029","2.0","1607"
"1608","tt0405046","2.0","1608"
"1609","tt2848824","2.0","1609"
"1610","tt0157944","2.0","1610"
"1611","tt0137459","2.0","1611"
"1612","tt0104072","2.0","1612"
"1613","tt0442855","2.0","1613"
"1614","tt0093604","2.0","1614"
"1615","tt0430328","2.0","1615"
"1616","tt0096390","2.0","1616"
"1617","tt0246413","2.0","1617"
"1618","tt0084199","2.0","1618"
"1619","tt2066062","2.0","1619"
"1620","tt0080926","2.0","1620"
"1621","tt0084393","2.0","1621"
"1622","tt0430202","2.0","1622"
"1623","tt0140399","2.0","1623"
"1624","tt1728239","2.0","1624"
"1625","tt0444781","13.0","1625"
"1626","tt0402014","2.0","1626"
"1627","tt0085896","2.0","1627"
"1628","tt0995823","2.0","1628"
"1629","tt0109116","2.0","1629"
"1630","tt0101742","2.0","1630"
"1631","tt0266765","2.0","1631"
"1632","tt0086597","2.0","1632"
"1633","tt0268129","2.0","1633"
"1634","tt1047519","2.0","1634"
"1635","tt0095375","2.0","1635"
"1636","tt2941856","2.0","1636"
"1637","tt0073034","2.0","1637"
"1638","tt2800452","2.0","1638"
"1639","tt6033536","2.0","1639"
"1640","tt0292552","2.0","1640"
"1641","tt0476848","2.0","1641"
"1642","tt0328729","2.0","1642"
"1643","tt0327071","2.0","1643"
"1644","tt1442583","2.0","1644"
"1645","tt0077797","2.0","1645"
"1646","tt0113933","2.0","1646"
"1647","tt1512220","2.0","1647"
"1648","tt1132589","2.0","1648"
"1649","tt0268220","2.0","1649"
"1650","tt0813540","2.0","1650"
"1651","tt0106655","2.0","1651"
"1652","tt0135621","2.0","1652"
"1653","tt0390614","2.0","1653"
"1654","tt0341266","2.0","1654"
"1655","tt0099429","2.0","1655"
"1656","tt1340838","2.0","1656"
"1657","tt0451787","2.0","1657"
"1658","tt1194236","2.0","1658"
"1659","tt0100816","2.0","1659"
"1660","tt0173156","2.0","1660"
"1661","tt0157845","2.0","1661"
"1662","tt4556848","2.0","1662"
