"index","MID","LID","ID"
"929","tt1328634","298.0","929"
"930","tt0322653","","930"
"931","tt0139525","236.0","931"
"932","tt1242530","","932"
"933","tt0470614","299.0","933"
"934","tt3501994","","934"
"935","tt0251356","7.0","935"
"936","tt0189492","194.0","936"
"937","tt0284811","300.0","937"
"938","tt0486615","71.0","938"
"939","tt0118957","239.0","939"
"940","tt0374660","7.0","940"
"941","tt6095994","301.0","941"
"942","tt0177502","252.0","942"
"943","tt0295603","","943"
"944","tt0473567","","944"
"945","tt0114031","","945"
"946","tt0348843","302.0","946"
"947","tt0126871","212.0","947"
"948","tt1185412","303.0","948"
"949","tt0495034","65.0","949"
"950","tt1252596","124.0","950"
"951","tt0190419","304.0","951"
"952","tt0311411","305.0","952"
"953","tt2630076","","953"
"954","tt0106221","","954"
"955","tt4386684","","955"
"956","tt1618430","124.0","956"
"957","tt3107246","268.0","957"
"958","tt0077609","164.0","958"
"959","tt2112131","","959"
"960","tt6734984","","960"
"961","tt0371735","","961"
"962","tt7549484","","962"
"963","tt0102071","","963"
"964","tt0369516","7.0","964"
"965","tt0061842","","965"
"966","tt7262178","72.0","966"
"967","tt0062177","282.0","967"
"968","tt5212160","","968"
"969","tt1727535","180.0","969"
"970","tt0072777","","970"
"971","tt2094854","","971"
"972","tt2361148","44.0","972"
"973","tt0437238","306.0","973"
"974","tt0359325","","974"
"975","tt0320097","","975"
"976","tt0339864","","976"
"977","tt0136352","307.0","977"
"978","tt0109134","","978"
"979","tt3531852","308.0","979"
"980","tt0374184","","980"
"981","tt0340178","309.0","981"
"982","tt0314557","310.0","982"
"983","tt0106725","219.0","983"
"984","tt0064506","311.0","984"
"985","tt1290054","","985"
"986","tt0154749","212.0","986"
"987","tt3159708","312.0","987"
"988","tt4338154","313.0","988"
"989","tt1627924","314.0","989"
"990","tt4117066","","990"
"991","tt0151466","","991"
"992","tt0155805","","992"
"993","tt3524410","","993"
"994","tt0811066","","994"
"995","tt5600714","315.0","995"
"996","tt0255097","","996"
"997","tt0071145","","997"
"998","tt0074417","316.0","998"
"999","tt3563156","44.0","999"
"1000","tt0133024","317.0","1000"
"1001","tt0247909","7.0","1001"
"1002","tt0342624","34.0","1002"
"1003","tt7260848","44.0","1003"
"1004","tt2678948","","1004"
"1005","tt0180846","124.0","1005"
"1006","tt5743888","","1006"
"1007","tt0991346","","1007"
"1008","tt0233226","","1008"
"1009","tt0348078","34.0","1009"
"1010","tt0120456","","1010"
"1011","tt0455829","179.0","1011"
"1012","tt0095936","277.0","1012"
"1013","tt3419894","","1013"
"1014","tt1345777","","1014"
"1015","tt1772872","65.0","1015"
"1016","tt0301215","311.0","1016"
"1017","tt7154994","","1017"
"1018","tt2064849","","1018"
"1019","tt1415252","318.0","1019"
"1020","tt0070434","236.0","1020"
"1021","tt0237395","111.0","1021"
"1022","tt0073104","","1022"
"1023","tt0364049","7.0","1023"
"1024","tt0405266","112.0","1024"
"1025","tt0106541","","1025"
"1026","tt0349878","33.0","1026"
"1027","tt0099869","7.0","1027"
"1028","tt0118680","","1028"
"1029","tt0833561","","1029"
"1030","tt1385824","","1030"
"1031","tt0048613","138.0","1031"
"1032","tt0369637","7.0","1032"
"1033","tt0386650","7.0","1033"
"1034","tt0091256","7.0","1034"
"1035","tt0357328","","1035"
"1036","tt0363567","","1036"
"1037","tt2876408","23.0","1037"
"1038","tt0050665","236.0","1038"
"1039","tt1083988","7.0","1039"
"1040","tt2629322","134.0","1040"
"1041","tt0061073","7.0","1041"
"1042","tt0060306","","1042"
"1043","tt0411469","7.0","1043"
"1044","tt1392744","","1044"
"1045","tt2255934","","1045"
"1046","tt6080746","","1046"
"1047","tt0337613","7.0","1047"
"1048","tt0266757","39.0","1048"
"1049","tt0216707","","1049"
"1050","tt1182884","","1050"
"1051","tt0041161","","1051"
"1052","tt0059893","255.0","1052"
"1053","tt0287111","","1053"
"1054","tt0214832","","1054"
"1055","tt5638474","","1055"
"1056","tt0255111","34.0","1056"
"1057","tt0244528","319.0","1057"
"1058","tt1465493","320.0","1058"
"1059","tt7028460","16.0","1059"
"1060","tt1637691","124.0","1060"
"1061","tt0102705","","1061"
"1062","tt0094979","7.0","1062"
"1063","tt1808221","","1063"
"1064","tt0250690","222.0","1064"
"1065","tt0384491","44.0","1065"
"1066","tt1322257","71.0","1066"
"1067","tt0232960","321.0","1067"
"1068","tt0117983","34.0","1068"
"1069","tt1773109","289.0","1069"
"1070","tt1159926","322.0","1070"
"1071","tt4512230","","1071"
"1072","tt5310090","179.0","1072"
"1073","tt0284137","61.0","1073"
"1074","tt1562859","124.0","1074"
"1075","tt0104607","34.0","1075"
"1076","tt4621100","","1076"
"1077","tt2392447","","1077"
"1078","tt0416120","44.0","1078"
"1079","tt0061960","93.0","1079"
"1080","tt1629295","23.0","1080"
"1081","tt0430702","","1081"
"1082","tt0435079","252.0","1082"
"1083","tt0049378","112.0","1083"
"1084","tt0068305","236.0","1084"
"1085","tt0297416","","1085"
"1086","tt0054910","212.0","1086"
"1087","tt1512321","","1087"
"1088","tt9007142","7.0","1088"
"1089","tt0319736","323.0","1089"
"1090","tt1629715","","1090"
"1091","tt0119428","","1091"
"1092","tt0289685","","1092"
"1093","tt2814372","","1093"
"1094","tt2727028","71.0","1094"
"1095","tt1370429","74.0","1095"
"1096","tt1664809","","1096"
"1097","tt0813996","","1097"
"1098","tt0371922","7.0","1098"
"1099","tt1324078","","1099"
"1100","tt0205445","324.0","1100"
"1101","tt0314006","","1101"
"1102","tt2796318","115.0","1102"
"1103","tt3636776","","1103"
"1104","tt3547616","","1104"
"1105","tt0232079","23.0","1105"
"1106","tt2166214","","1106"
"1107","tt7560484","","1107"
"1108","tt2064816","","1108"
"1109","tt0291883","260.0","1109"
"1110","tt0946999","","1110"
"1111","tt0056436","175.0","1111"
"1112","tt0260494","","1112"
"1113","tt4323504","","1113"
"1114","tt4906984","325.0","1114"
"1115","tt0429289","","1115"
"1116","tt0311413","","1116"
"1117","tt0326805","7.0","1117"
"1118","tt0286752","34.0","1118"
"1119","tt0105866","","1119"
"1120","tt3776484","115.0","1120"
"1121","tt8932884","","1121"
"1122","tt1092005","124.0","1122"
"1123","tt0348824","180.0","1123"
"1124","tt0251320","","1124"
"1125","tt0064241","","1125"
"1126","tt0233264","","1126"
"1127","tt0114615","","1127"
"1128","tt0060689","111.0","1128"
"1129","tt0422950","326.0","1129"
"1130","tt0983990","101.0","1130"
"1131","tt0343850","","1131"
"1132","tt0347332","327.0","1132"
"1133","tt5513098","44.0","1133"
"1134","tt6642396","328.0","1134"
"1135","tt0152256","256.0","1135"
"1136","tt4501576","","1136"
"1137","tt0476550","44.0","1137"
"1138","tt0152278","7.0","1138"
"1139","tt0335044","83.0","1139"
"1140","tt1666308","","1140"
"1141","tt0128985","","1141"
"1142","tt1828289","","1142"
"1143","tt2571140","329.0","1143"
"1144","tt0119285","239.0","1144"
"1145","tt0807758","22.0","1145"
"1146","tt1179781","330.0","1146"
"1147","tt5805252","","1147"
"1148","tt3886444","","1148"
"1149","tt5784860","","1149"
"1150","tt2429640","","1150"
"1151","tt0102636","331.0","1151"
"1152","tt1373156","44.0","1152"
"1153","tt0383719","","1153"
"1154","tt0058257","332.0","1154"
"1155","tt0059354","","1155"
"1156","tt0243472","7.0","1156"
"1157","tt1916728","","1157"
"1158","tt0422236","","1158"
"1159","tt4187650","","1159"
"1160","tt1606267","44.0","1160"
"1161","tt1372266","","1161"
"1162","tt0110140","219.0","1162"
"1163","tt3422462","113.0","1163"
"1164","tt0345177","","1164"
"1165","tt0872190","44.0","1165"
"1166","tt0110254","","1166"
"1167","tt1999935","","1167"
"1168","tt0288427","333.0","1168"
"1169","tt0205380","","1169"
"1170","tt3683702","","1170"
"1171","tt0485243","","1171"
"1172","tt0397742","7.0","1172"
"1173","tt0168529","44.0","1173"
"1174","tt0805184","179.0","1174"
"1175","tt0459605","309.0","1175"
"1176","tt0265148","334.0","1176"
"1177","tt2978626","65.0","1177"
"1178","tt2988272","","1178"
"1179","tt3309662","","1179"
"1180","tt0105515","","1180"
"1181","tt0445022","","1181"
"1182","tt0151511","164.0","1182"
"1183","tt4979160","","1183"
"1184","tt0266439","335.0","1184"
"1185","tt0101244","291.0","1185"
"1186","tt0354922","","1186"
"1187","tt2358412","336.0","1187"
"1188","tt0272688","34.0","1188"
"1189","tt0055783","","1189"
"1190","tt1937092","","1190"
"1191","tt0061046","111.0","1191"
"1192","tt6296236","","1192"
"1193","tt2615584","","1193"
"1194","tt3848938","","1194"
"1195","tt1841542","","1195"
"1196","tt2323964","","1196"
"1197","tt0451631","44.0","1197"
"1198","tt2406636","","1198"
"1199","tt0995827","","1199"
"1200","tt0954914","74.0","1200"
"1201","tt0114236","7.0","1201"
"1202","tt0278522","124.0","1202"
"1203","tt0099652","219.0","1203"
"1204","tt2510874","280.0","1204"
"1205","tt5125414","337.0","1205"
"1206","tt0187188","","1206"
"1207","tt0366985","","1207"
"1208","tt0102645","","1208"
"1209","tt0833484","","1209"
"1210","tt1890513","228.0","1210"
"1211","tt0995752","139.0","1211"
"1212","tt0373856","338.0","1212"
"1213","tt0244585","","1213"
"1214","tt0289845","339.0","1214"
"1215","tt0239495","","1215"
"1216","tt0457875","65.0","1216"
"1217","tt0443331","","1217"
"1218","tt0087975","","1218"
"1219","tt0301231","251.0","1219"
"1220","tt0172519","","1220"
"1221","tt2082436","119.0","1221"
"1222","tt1039989","109.0","1222"
"1223","tt0248428","","1223"
"1224","tt0216110","7.0","1224"
"1225","tt0089413","7.0","1225"
"1226","tt1126516","34.0","1226"
"1227","tt0979891","","1227"
"1228","tt2319889","","1228"
"1229","tt3803860","","1229"
"1230","tt0233422","","1230"
"1231","tt0114231","340.0","1231"
"1232","tt5886216","","1232"
"1233","tt0349703","341.0","1233"
"1234","tt0320736","","1234"
"1235","tt0488381","","1235"
"1236","tt0101732","219.0","1236"
"1237","tt0331256","","1237"
"1238","tt0155985","","1238"
"1239","tt0329393","342.0","1239"
"1240","tt0201840","343.0","1240"
"1241","tt0770214","344.0","1241"
"1242","tt0361772","219.0","1242"
"1243","tt0147925","255.0","1243"
"1244","tt2573750","","1244"
"1245","tt0067164","44.0","1245"
"1246","tt0230347","44.0","1246"
"1247","tt5639388","","1247"
"1248","tt5784852","345.0","1248"
"1249","tt2404027","","1249"
"1250","tt0292740","","1250"
"1251","tt0277981","","1251"
"1252","tt0046799","297.0","1252"
"1253","tt6499258","","1253"
"1254","tt0108109","7.0","1254"
"1255","tt1229390","133.0","1255"
"1256","tt5909308","","1256"
"1257","tt5978194","","1257"
"1258","tt0206921","","1258"
"1259","tt0421277","","1259"
"1260","tt2909396","216.0","1260"
"1261","tt0108001","346.0","1261"
"1262","tt0422689","","1262"
"1263","tt4045666","","1263"
"1264","tt0172980","34.0","1264"
"1265","tt2621000","","1265"
"1266","tt0451803","","1266"
"1267","tt1535467","34.0","1267"
"1268","tt0152836","347.0","1268"
"1269","tt0347278","348.0","1269"
"1270","tt3038772","","1270"
"1271","tt0245825","349.0","1271"
"1272","tt0083820","","1272"
"1273","tt2186731","","1273"
"1274","tt2208248","350.0","1274"
"1275","tt0347779","54.0","1275"
"1276","tt0098461","","1276"
"1277","tt1492872","100.0","1277"
"1278","tt0246009","","1278"
"1279","tt0292742","23.0","1279"
"1280","tt1725795","351.0","1280"
"1281","tt4596814","7.0","1281"
"1282","tt0397882","309.0","1282"
"1283","tt0112313","252.0","1283"
"1284","tt5370442","272.0","1284"
"1285","tt1245774","","1285"
"1286","tt1283956","","1286"
"1287","tt0239235","239.0","1287"
"1288","tt1600439","34.0","1288"
"1289","tt0408837","","1289"
"1290","tt0209263","352.0","1290"
"1291","tt0213753","109.0","1291"
"1292","tt0251194","","1292"
"1293","tt0211126","44.0","1293"
"1294","tt0477252","","1294"
"1295","tt0907674","115.0","1295"
"1296","tt0267363","","1296"
"1297","tt0091284","353.0","1297"
"1298","tt0081401","","1298"
"1299","tt0361436","","1299"
"1300","tt3822600","","1300"
"1301","tt0157316","","1301"
"1302","tt0892874","","1302"
"1303","tt6352548","118.0","1303"
"1304","tt0271748","","1304"
"1305","tt0187271","","1305"
"1306","tt0061650","74.0","1306"
"1307","tt0251756","","1307"
"1308","tt0086925","219.0","1308"
"1309","tt0857381","","1309"
"1310","tt4287778","115.0","1310"
"1311","tt2122340","44.0","1311"
"1312","tt0135140","","1312"
"1313","tt0094299","","1313"
"1314","tt0349333","7.0","1314"
"1315","tt1343362","34.0","1315"
"1316","tt0189633","354.0","1316"
"1317","tt0290820","","1317"
"1318","tt0443594","7.0","1318"
"1319","tt0286707","7.0","1319"
"1320","tt0376080","7.0","1320"
"1321","tt0341549","","1321"
"1322","tt5313980","","1322"
"1323","tt0107777","","1323"
"1324","tt1242782","329.0","1324"
"1325","tt0137100","","1325"
"1326","tt0122427","7.0","1326"
"1327","tt5717110","355.0","1327"
"1328","tt3382148","44.0","1328"
"1329","tt0043307","7.0","1329"
"1330","tt0341455","124.0","1330"
"1331","tt0454429","356.0","1331"
"1332","tt0399942","101.0","1332"
"1333","tt3645014","357.0","1333"
"1334","tt1014672","","1334"
"1335","tt0476884","","1335"
"1336","tt0298607","","1336"
"1337","tt0391079","219.0","1337"
"1338","tt0252358","164.0","1338"
"1339","tt0157339","","1339"
"1340","tt0158534","34.0","1340"
"1341","tt0363472","","1341"
"1342","tt0101733","352.0","1342"
"1343","tt6078866","","1343"
"1344","tt0084532","297.0","1344"
"1345","tt1447508","32.0","1345"
"1346","tt0155074","7.0","1346"
"1347","tt0295682","129.0","1347"
"1348","tt2389974","44.0","1348"
"1349","tt3290688","","1349"
"1350","tt0331479","","1350"
"1351","tt0155088","","1351"
"1352","tt2375567","216.0","1352"
"1353","tt0060104","358.0","1353"
"1354","tt0175423","287.0","1354"
"1355","tt0208903","34.0","1355"
"1356","tt0172234","359.0","1356"
"1357","tt5458088","117.0","1357"
"1358","tt4541102","16.0","1358"
"1359","tt2691010","7.0","1359"
"1360","tt1090650","","1360"
"1361","tt0111384","","1361"
"1362","tt1485072","205.0","1362"
"1363","tt0053637","7.0","1363"
"1364","tt0453978","360.0","1364"
"1365","tt0485513","61.0","1365"
"1366","tt0444849","361.0","1366"
"1367","tt0225515","","1367"
"1368","tt0102119","7.0","1368"
"1369","tt0361505","344.0","1369"
"1370","tt0060659","362.0","1370"
"1371","tt0824316","129.0","1371"
"1372","tt0148375","","1372"
"1373","tt4358344","","1373"
"1374","tt5791986","","1374"
"1375","tt0843328","","1375"
"1376","tt1202540","","1376"
"1377","tt1216300","","1377"
"1378","tt0096827","","1378"
"1379","tt0214866","7.0","1379"
"1380","tt0328671","363.0","1380"
"1381","tt0240084","","1381"
"1382","tt0156659","34.0","1382"
"1383","tt0260077","164.0","1383"
"1384","tt1158700","127.0","1384"
"1385","tt0033616","364.0","1385"
"1386","tt0117623","34.0","1386"
"1387","tt3848888","","1387"
"1388","tt0402230","1.0","1388"
"1389","tt0476649","365.0","1389"
"1390","tt1904875","","1390"
"1391","tt0322027","","1391"
"1392","tt3375154","228.0","1392"
"1393","tt0260155","","1393"
"1394","tt0206020","34.0","1394"
"1395","tt0845494","","1395"
"1396","tt4853926","203.0","1396"
"1397","tt0091598","127.0","1397"
"1398","tt1508950","","1398"
"1399","tt0155775","","1399"
"1400","tt0305455","","1400"
"1401","tt0113913","180.0","1401"
"1402","tt0313495","366.0","1402"
"1403","tt3449320","","1403"
"1404","tt5289170","","1404"
"1405","tt0112738","7.0","1405"
"1406","tt0261001","164.0","1406"
"1407","tt0327761","179.0","1407"
"1408","tt0076527","","1408"
"1409","tt0205968","","1409"
"1410","tt0107166","34.0","1410"
"1411","tt0101283","","1411"
"1412","tt0477857","","1412"
"1413","tt1446071","367.0","1413"
"1414","tt0459475","","1414"
"1415","tt0116002","","1415"
"1416","tt4760750","35.0","1416"
"1417","tt0172300","","1417"
"1418","tt1605790","","1418"
"1419","tt1781838","212.0","1419"
"1420","tt0233206","","1420"
"1421","tt0309618","239.0","1421"
"1422","tt0324951","","1422"
"1423","tt1479667","","1423"
"1424","tt0408976","","1424"
"1425","tt0095955","7.0","1425"
"1426","tt0286936","","1426"
"1427","tt0285958","368.0","1427"
"1428","tt0456413","369.0","1428"
"1429","tt2191721","34.0","1429"
"1430","tt0053965","112.0","1430"
"1431","tt2976176","","1431"
"1432","tt5896934","","1432"
"1433","tt0081491","370.0","1433"
"1434","tt2275794","","1434"
"1435","tt5632164","","1435"
"1436","tt2292625","178.0","1436"
"1437","tt0255112","371.0","1437"
"1438","tt0049072","260.0","1438"
"1439","tt0364604","372.0","1439"
"1440","tt0332313","","1440"
"1441","tt0359157","7.0","1441"
"1442","tt0978642","","1442"
"1443","tt0246420","259.0","1443"
"1444","tt0309087","373.0","1444"
"1445","tt0247936","","1445"
"1446","tt7246718","7.0","1446"
"1447","tt3619710","","1447"
"1448","tt0148266","7.0","1448"
"1449","tt3862004","","1449"
"1450","tt0050758","255.0","1450"
"1451","tt0246839","","1451"
"1452","tt0279021","","1452"
"1453","tt1575672","239.0","1453"
"1454","tt0392883","7.0","1454"
"1455","tt0176105","265.0","1455"
"1456","tt2073138","","1456"
"1457","tt1920986","","1457"
"1458","tt0110584","7.0","1458"
"1459","tt0226847","","1459"
"1460","tt3059106","","1460"
"1461","tt2861320","","1461"
"1462","tt0043306","","1462"
"1463","tt0337611","219.0","1463"
"1464","tt4168188","","1464"
"1465","tt2140315","","1465"
"1466","tt0110942","","1466"
"1467","tt2171454","","1467"
"1468","tt0250122","321.0","1468"
"1469","tt0080322","7.0","1469"
"1470","tt0250452","374.0","1470"
"1471","tt0215911","","1471"
"1472","tt0230737","7.0","1472"
"1473","tt0086156","219.0","1473"
"1474","tt7972674","","1474"
"1475","tt0290429","375.0","1475"
"1476","tt0260345","260.0","1476"
"1477","tt1891884","","1477"
"1478","tt0088099","","1478"
"1479","tt0099043","7.0","1479"
"1480","tt3514330","376.0","1480"
"1481","tt4114302","377.0","1481"
"1482","tt0273406","378.0","1482"
"1483","tt0911024","124.0","1483"
"1484","tt0115484","379.0","1484"
"1485","tt0368400","","1485"
"1486","tt0815890","","1486"
"1487","tt1425618","","1487"
"1488","tt0330977","179.0","1488"
"1489","tt0338690","7.0","1489"
"1490","tt1087856","","1490"
"1491","tt0085361","7.0","1491"
"1492","tt0379250","219.0","1492"
"1493","tt2202086","","1493"
"1494","tt2929840","7.0","1494"
"1495","tt0387989","","1495"
"1496","tt1065099","366.0","1496"
"1497","tt2402631","","1497"
"1498","tt0404537","","1498"
"1499","tt0213775","380.0","1499"
"1500","tt0096252","","1500"
"1501","tt5543746","","1501"
"1502","tt1431122","","1502"
"1503","tt0106204","","1503"
"1504","tt0328998","381.0","1504"
"1505","tt2027138","","1505"
"1506","tt2454134","","1506"
"1507","tt1020978","127.0","1507"
"1508","tt0363833","","1508"
"1509","tt1334254","","1509"
"1510","tt2575290","382.0","1510"
"1511","tt0056379","383.0","1511"
"1512","tt1050739","","1512"
"1513","tt1233600","285.0","1513"
"1514","tt3531604","384.0","1514"
"1515","tt1372681","65.0","1515"
"1516","tt2309600","","1516"
"1517","tt7249874","16.0","1517"
"1518","tt1883121","","1518"
"1519","tt0260411","219.0","1519"
"1520","tt0085913","","1520"
"1521","tt0149573","34.0","1521"
"1522","tt0096415","","1522"
"1523","tt1039969","63.0","1523"
"1524","tt0368811","","1524"
"1525","tt0089599","","1525"
"1526","tt0148706","","1526"
"1527","tt4107858","328.0","1527"
"1528","tt0100441","","1528"
"1529","tt0088031","7.0","1529"
"1530","tt0089201","","1530"
"1531","tt3607198","54.0","1531"
"1532","tt3796006","271.0","1532"
"1533","tt0074730","385.0","1533"
"1534","tt2576450","","1534"
"1535","tt1105747","","1535"
"1536","tt0488836","","1536"
"1537","tt3184756","386.0","1537"
"1538","tt5162476","387.0","1538"
"1539","tt5037626","388.0","1539"
"1540","tt0085178","311.0","1540"
"1541","tt0359971","","1541"
"1542","tt0297241","","1542"
"1543","tt0808164","","1543"
"1544","tt4684028","","1544"
"1545","tt3338188","389.0","1545"
"1546","tt1699525","","1546"
"1547","tt0293342","45.0","1547"
"1548","tt0451983","7.0","1548"
"1549","tt4467202","","1549"
"1550","tt0111793","34.0","1550"
"1551","tt0448206","34.0","1551"
"1552","tt0226786","390.0","1552"
"1553","tt0157337","7.0","1553"
"1554","tt0378025","","1554"
"1555","tt0326722","391.0","1555"
"1556","tt0083636","","1556"
"1557","tt2708550","","1557"
"1558","tt1418380","194.0","1558"
"1559","tt0172089","","1559"
"1560","tt0116898","7.0","1560"
"1561","tt0406977","","1561"
"1562","tt0255713","34.0","1562"
"1563","tt0140377","","1563"
"1564","tt0358063","111.0","1564"
"1565","tt6001942","","1565"
"1566","tt0286683","","1566"
"1567","tt0808306","392.0","1567"
"1568","tt4688446","23.0","1568"
"1569","tt0096477","","1569"
"1570","tt1202517","44.0","1570"
"1571","tt0317985","34.0","1571"
"1572","tt0364303","","1572"
"1573","tt0349122","","1573"
"1574","tt0337633","124.0","1574"
"1575","tt0327028","112.0","1575"
"1576","tt0255305","212.0","1576"
"1577","tt4335954","","1577"
"1578","tt0475645","","1578"
"1579","tt0254179","","1579"
"1580","tt0106203","34.0","1580"
"1581","tt0286640","","1581"
"1582","tt5569160","393.0","1582"
"1583","tt4485366","","1583"
"1584","tt0341554","394.0","1584"
"1585","tt1080568","395.0","1585"
"1586","tt1176961","","1586"
"1587","tt1301698","396.0","1587"
"1588","tt4897908","","1588"
"1589","tt0430381","124.0","1589"
"1590","tt0432536","7.0","1590"
"1591","tt1986040","62.0","1591"
"1592","tt0284328","369.0","1592"
"1593","tt0378647","","1593"
"1594","tt0252385","","1594"
"1595","tt0102200","","1595"
"1596","tt0362696","","1596"
"1597","tt0100002","309.0","1597"
"1598","tt2571022","180.0","1598"
"1599","tt1105709","245.0","1599"
"1600","tt4228746","","1600"
"1601","tt0331639","245.0","1601"
"1602","tt1667076","","1602"
"1603","tt0104605","34.0","1603"
"1604","tt0313395","34.0","1604"
"1605","tt0476888","","1605"
"1606","tt0423286","","1606"
"1607","tt0386029","397.0","1607"
"1608","tt0405046","","1608"
"1609","tt2848824","74.0","1609"
"1610","tt0157944","255.0","1610"
"1611","tt0137459","398.0","1611"
"1612","tt0104072","","1612"
"1613","tt0442855","","1613"
"1614","tt0093604","219.0","1614"
"1615","tt0430328","","1615"
"1616","tt0096390","","1616"
"1617","tt0246413","219.0","1617"
"1618","tt0084199","","1618"
"1619","tt2066062","44.0","1619"
"1620","tt0080926","","1620"
"1621","tt0084393","","1621"
"1622","tt0430202","","1622"
"1623","tt0140399","380.0","1623"
"1624","tt1728239","111.0","1624"
"1625","tt0444781","127.0","1625"
"1626","tt0402014","44.0","1626"
"1627","tt0085896","","1627"
"1628","tt0995823","","1628"
"1629","tt0109116","","1629"
"1630","tt0101742","7.0","1630"
"1631","tt0266765","","1631"
"1632","tt0086597","297.0","1632"
"1633","tt0268129","259.0","1633"
"1634","tt1047519","","1634"
"1635","tt0095375","","1635"
"1636","tt2941856","","1636"
"1637","tt0073034","200.0","1637"
"1638","tt2800452","","1638"
"1639","tt6033536","","1639"
"1640","tt0292552","399.0","1640"
"1641","tt0476848","400.0","1641"
"1642","tt0328729","401.0","1642"
"1643","tt0327071","23.0","1643"
"1644","tt1442583","","1644"
"1645","tt0077797","7.0","1645"
"1646","tt0113933","","1646"
"1647","tt1512220","","1647"
"1648","tt1132589","402.0","1648"
"1649","tt0268220","255.0","1649"
"1650","tt0813540","7.0","1650"
"1651","tt0106655","","1651"
"1652","tt0135621","403.0","1652"
"1653","tt0390614","58.0","1653"
"1654","tt0341266","212.0","1654"
"1655","tt0099429","34.0","1655"
"1656","tt1340838","34.0","1656"
"1657","tt0451787","7.0","1657"
"1658","tt1194236","","1658"
"1659","tt0100816","","1659"
"1660","tt0173156","","1660"
"1661","tt0157845","","1661"
"1662","tt4556848","","1662"
"1663","tt1324076","124.0","1663"
"1664","tt4354740","","1664"
"1665","tt0130350","","1665"
"1666","tt0227194","103.0","1666"
"1667","tt0253514","164.0","1667"
"1668","tt5219770","","1668"
"1669","tt0119862","277.0","1669"
"1670","tt0268216","404.0","1670"
"1671","tt1038915","405.0","1671"
"1672","tt0254927","119.0","1672"
"1673","tt0178192","111.0","1673"
"1674","tt0359990","7.0","1674"
"1675","tt5928576","","1675"
"1676","tt0316406","","1676"
"1677","tt0440199","","1677"
"1678","tt0315632","406.0","1678"
"1679","tt0327403","34.0","1679"
"1680","tt0366630","407.0","1680"
"1681","tt0118660","239.0","1681"
"1682","tt0810058","408.0","1682"
"1683","tt0833476","409.0","1683"
"1684","tt0069810","297.0","1684"
"1685","tt0101616","","1685"
"1686","tt0435437","","1686"
"1687","tt0985636","410.0","1687"
"1688","tt0102844","","1688"
"1689","tt0173080","411.0","1689"
"1690","tt0059709","366.0","1690"
"1691","tt1267500","","1691"
"1692","tt0066766","","1692"
"1693","tt1227524","","1693"
"1694","tt0107440","7.0","1694"
"1695","tt2278422","","1695"
"1696","tt0948462","","1696"
"1697","tt6040012","","1697"
"1698","tt0348662","39.0","1698"
"1699","tt0073458","412.0","1699"
"1700","tt0059028","","1700"
"1701","tt0444769","","1701"
"1702","tt0071811","111.0","1702"
"1703","tt0371974","","1703"
"1704","tt0148523","","1704"
"1705","tt0142431","","1705"
"1706","tt0330505","297.0","1706"
"1707","tt0225013","","1707"
"1708","tt0082162","413.0","1708"
"1709","tt0021594","","1709"
"1710","tt0328503","","1710"
"1711","tt0067555","","1711"
"1712","tt0444840","245.0","1712"
"1713","tt0437407","112.0","1713"
"1714","tt0120540","414.0","1714"
"1715","tt0074949","219.0","1715"
"1716","tt6180274","","1716"
"1717","tt1564870","415.0","1717"
"1718","tt3359290","","1718"
"1719","tt0375997","","1719"
"1720","tt5756052","44.0","1720"
"1721","tt0119491","416.0","1721"
"1722","tt0266926","417.0","1722"
"1723","tt0079938","","1723"
"1724","tt0287537","","1724"
"1725","tt0055039","","1725"
"1726","tt0057568","212.0","1726"
"1727","tt7207156","","1727"
"1728","tt0176012","212.0","1728"
"1729","tt0278291","418.0","1729"
"1730","tt1869296","","1730"
"1731","tt0070947","265.0","1731"
"1732","tt0819810","419.0","1732"
"1733","tt5963908","","1733"
"1734","tt1002963","44.0","1734"
"1735","tt0072870","","1735"
"1736","tt4643520","44.0","1736"
"1737","tt1612573","","1737"
"1738","tt0234542","","1738"
"1739","tt0456549","44.0","1739"
"1740","tt0444874","7.0","1740"
"1741","tt2057441","","1741"
"1742","tt0250483","198.0","1742"
"1743","tt0119239","","1743"
"1744","tt0079749","","1744"
"1745","tt0076259","385.0","1745"
"1746","tt0143202","","1746"
"1747","tt0061072","420.0","1747"
"1748","tt0065064","111.0","1748"
"1749","tt0187195","","1749"
"1750","tt2857500","421.0","1750"
"1751","tt0338960","34.0","1751"
"1752","tt0099943","","1752"
"1753","tt2449318","","1753"
"1754","tt0098168","","1754"
"1755","tt0476761","","1755"
"1756","tt0218533","","1756"
"1757","tt0047990","","1757"
"1758","tt3398048","200.0","1758"
"1759","tt0068938","111.0","1759"
"1760","tt0240879","","1760"
"1761","tt0331216","","1761"
"1762","tt0230348","7.0","1762"
"1763","tt0106986","","1763"
"1764","tt7291466","","1764"
"1765","tt0451833","65.0","1765"
"1766","tt1578116","44.0","1766"
"1767","tt5755606","","1767"
"1768","tt0289725","180.0","1768"
"1769","tt0064842","381.0","1769"
"1770","tt4960754","7.0","1770"
"1771","tt0070241","297.0","1771"
"1772","tt0067478","259.0","1772"
"1773","tt3877652","","1773"
"1774","tt1309561","34.0","1774"
"1775","tt0290213","","1775"
"1776","tt0135666","422.0","1776"
"1777","tt0090358","7.0","1777"
"1778","tt5343678","","1778"
"1779","tt0959281","","1779"
