"index","MID","GID","ID"
"993","tt3524410","16","993"
"994","tt0811066","179","994"
"995","tt5600714","54","995"
"996","tt0255097","87","996"
"997","tt0071145","19","997"
"998","tt0074417","19","998"
"999","tt3563156","42","999"
"1000","tt0133024","23","1000"
"1001","tt0247909","12","1001"
"1002","tt0342624","54","1002"
"1003","tt7260848","10","1003"
"1004","tt2678948","46","1004"
"1005","tt0180846","5","1005"
"1006","tt5743888","5","1006"
"1007","tt0991346","8","1007"
"1008","tt0233226","19","1008"
"1009","tt0348078","52","1009"
"1010","tt0120456","71","1010"
"1011","tt0455829","42","1011"
"1012","tt0095936","52","1012"
"1013","tt3419894","179","1013"
"1014","tt1345777","20","1014"
"1015","tt1772872","54","1015"
"1016","tt0301215","60","1016"
"1017","tt7154994","84","1017"
"1018","tt2064849","22","1018"
"1019","tt1415252","159","1019"
"1020","tt0070434","19","1020"
"1021","tt0237395","19","1021"
"1022","tt0073104","1","1022"
"1023","tt0364049","36","1023"
"1024","tt0405266","5","1024"
"1025","tt0106541","180","1025"
"1026","tt0349878","32","1026"
"1027","tt0099869","54","1027"
"1028","tt0118680","10","1028"
"1029","tt0833561","136","1029"
"1030","tt1385824","159","1030"
"1031","tt0048613","85","1031"
"1032","tt0369637","5","1032"
"1033","tt0386650","5","1033"
"1034","tt0091256","52","1034"
"1035","tt0357328","5","1035"
"1036","tt0363567","23","1036"
"1037","tt2876408","181","1037"
"1038","tt0050665","182","1038"
"1039","tt1083988","25","1039"
"1040","tt2629322","32","1040"
"1041","tt0061073","166","1041"
"1042","tt0060306","31","1042"
"1043","tt0411469","19","1043"
"1044","tt1392744","49","1044"
"1045","tt2255934","40","1045"
"1046","tt6080746","27","1046"
"1047","tt0337613","46","1047"
"1048","tt0266757","105","1048"
"1049","tt0216707","52","1049"
"1050","tt1182884","20","1050"
"1051","tt0041161","141","1051"
"1052","tt0059893","5","1052"
"1053","tt0287111","54","1053"
"1054","tt0214832","183","1054"
"1055","tt5638474","107","1055"
"1056","tt0255111","5","1056"
"1057","tt0244528","40","1057"
"1058","tt1465493","28","1058"
"1059","tt7028460","19","1059"
"1060","tt1637691","27","1060"
"1061","tt0102705","5","1061"
"1062","tt0094979","37","1062"
"1063","tt1808221","111","1063"
"1064","tt0250690","52","1064"
"1065","tt0384491","102","1065"
"1066","tt1322257","20","1066"
"1067","tt0232960","107","1067"
"1068","tt0117983","23","1068"
"1069","tt1773109","23","1069"
"1070","tt1159926","5","1070"
"1071","tt4512230","23","1071"
"1072","tt5310090","48","1072"
"1073","tt0284137","58","1073"
"1074","tt1562859","72","1074"
"1075","tt0104607","90","1075"
"1076","tt4621100","19","1076"
"1077","tt2392447","50","1077"
"1078","tt0416120","54","1078"
"1079","tt0061960","113","1079"
"1080","tt1629295","19","1080"
"1081","tt0430702","105","1081"
"1082","tt0435079","184","1082"
"1083","tt0049378","16","1083"
"1084","tt0068305","36","1084"
"1085","tt0297416","3","1085"
"1086","tt0054910","67","1086"
"1087","tt1512321","19","1087"
"1088","tt9007142","19","1088"
"1089","tt0319736","21","1089"
"1090","tt1629715","31","1090"
"1091","tt0119428","23","1091"
"1092","tt0289685","58","1092"
"1093","tt2814372","16","1093"
"1094","tt2727028","20","1094"
"1095","tt1370429","85","1095"
"1096","tt1664809","74","1096"
"1097","tt0813996","44","1097"
"1098","tt0371922","94","1098"
"1099","tt1324078","185","1099"
"1100","tt0205445","19","1100"
"1101","tt0314006","54","1101"
"1102","tt2796318","76","1102"
"1103","tt3636776","57","1103"
"1104","tt3547616","18","1104"
"1105","tt0232079","36","1105"
"1106","tt2166214","72","1106"
"1107","tt7560484","186","1107"
"1108","tt2064816","49","1108"
"1109","tt0291883","40","1109"
"1110","tt0946999","53","1110"
"1111","tt0056436","137","1111"
"1112","tt0260494","111","1112"
"1113","tt4323504","54","1113"
"1114","tt4906984","47","1114"
"1115","tt0429289","16","1115"
"1116","tt0311413","46","1116"
"1117","tt0326805","187","1117"
"1118","tt0286752","23","1118"
"1119","tt0105866","39","1119"
"1120","tt3776484","19","1120"
"1121","tt8932884","19","1121"
"1122","tt1092005","100","1122"
"1123","tt0348824","65","1123"
"1124","tt0251320","39","1124"
"1125","tt0064241","188","1125"
"1126","tt0233264","19","1126"
"1127","tt0114615","10","1127"
"1128","tt0060689","189","1128"
"1129","tt0422950","19","1129"
"1130","tt0983990","123","1130"
"1131","tt0343850","112","1131"
"1132","tt0347332","54","1132"
"1133","tt5513098","55","1133"
"1134","tt6642396","85","1134"
"1135","tt0152256","5","1135"
"1136","tt4501576","19","1136"
"1137","tt0476550","190","1137"
"1138","tt0152278","58","1138"
"1139","tt0335044","22","1139"
"1140","tt1666308","54","1140"
"1141","tt0128985","109","1141"
"1142","tt1828289","54","1142"
"1143","tt2571140","112","1143"
"1144","tt0119285","191","1144"
"1145","tt0807758","20","1145"
"1146","tt1179781","90","1146"
"1147","tt5805252","47","1147"
"1148","tt3886444","192","1148"
"1149","tt5784860","43","1149"
"1150","tt2429640","68","1150"
"1151","tt0102636","54","1151"
"1152","tt1373156","107","1152"
"1153","tt0383719","10","1153"
"1154","tt0058257","109","1154"
"1155","tt0059354","137","1155"
"1156","tt0243472","112","1156"
"1157","tt1916728","55","1157"
"1158","tt0422236","54","1158"
"1159","tt4187650","114","1159"
"1160","tt1606267","58","1160"
"1161","tt1372266","54","1161"
"1162","tt0110140","54","1162"
"1163","tt3422462","16","1163"
"1164","tt0345177","19","1164"
"1165","tt0872190","42","1165"
"1166","tt0110254","193","1166"
"1167","tt1999935","50","1167"
"1168","tt0288427","54","1168"
"1169","tt0205380","58","1169"
"1170","tt3683702","34","1170"
"1171","tt0485243","22","1171"
"1172","tt0397742","194","1172"
"1173","tt0168529","85","1173"
"1174","tt0805184","195","1174"
"1175","tt0459605","35","1175"
"1176","tt0265148","49","1176"
"1177","tt2978626","72","1177"
"1178","tt2988272","5","1178"
"1179","tt3309662","76","1179"
"1180","tt0105515","46","1180"
"1181","tt0445022","43","1181"
"1182","tt0151511","105","1182"
"1183","tt4979160","22","1183"
"1184","tt0266439","46","1184"
"1185","tt0101244","168","1185"
"1186","tt0354922","196","1186"
"1187","tt2358412","54","1187"
"1188","tt0272688","68","1188"
"1189","tt0055783","197","1189"
"1190","tt1937092","85","1190"
"1191","tt0061046","198","1191"
"1192","tt6296236","40","1192"
"1193","tt2615584","72","1193"
"1194","tt3848938","199","1194"
"1195","tt1841542","8","1195"
"1196","tt2323964","20","1196"
"1197","tt0451631","54","1197"
"1198","tt2406636","200","1198"
"1199","tt0995827","50","1199"
"1200","tt0954914","54","1200"
"1201","tt0114236","54","1201"
"1202","tt0278522","40","1202"
"1203","tt0099652","54","1203"
"1204","tt2510874","23","1204"
"1205","tt5125414","15","1205"
"1206","tt0187188","54","1206"
"1207","tt0366985","201","1207"
"1208","tt0102645","58","1208"
"1209","tt0833484","1","1209"
"1210","tt1890513","159","1210"
"1211","tt0995752","58","1211"
"1212","tt0373856","54","1212"
"1213","tt0244585","8","1213"
"1214","tt0289845","202","1214"
"1215","tt0239495","57","1215"
"1216","tt0457875","80","1216"
"1217","tt0443331","5","1217"
"1218","tt0087975","46","1218"
"1219","tt0301231","46","1219"
"1220","tt0172519","5","1220"
"1221","tt2082436","54","1221"
"1222","tt1039989","203","1222"
"1223","tt0248428","54","1223"
"1224","tt0216110","23","1224"
"1225","tt0089413","57","1225"
"1226","tt1126516","16","1226"
"1227","tt0979891","20","1227"
"1228","tt2319889","50","1228"
"1229","tt3803860","2","1229"
"1230","tt0233422","8","1230"
"1231","tt0114231","54","1231"
"1232","tt5886216","27","1232"
"1233","tt0349703","20","1233"
"1234","tt0320736","3","1234"
"1235","tt0488381","19","1235"
"1236","tt0101732","5","1236"
"1237","tt0331256","55","1237"
"1238","tt0155985","23","1238"
"1239","tt0329393","19","1239"
"1240","tt0201840","108","1240"
"1241","tt0770214","18","1241"
"1242","tt0361772","46","1242"
"1243","tt0147925","49","1243"
"1244","tt2573750","46","1244"
"1245","tt0067164","204","1245"
"1246","tt0230347","54","1246"
"1247","tt5639388","133","1247"
"1248","tt5784852","169","1248"
"1249","tt2404027","119","1249"
"1250","tt0292740","5","1250"
"1251","tt0277981","19","1251"
"1252","tt0046799","8","1252"
"1253","tt6499258","19","1253"
"1254","tt0108109","20","1254"
"1255","tt1229390","16","1255"
"1256","tt5909308","10","1256"
"1257","tt5978194","19","1257"
"1258","tt0206921","5","1258"
"1259","tt0421277","19","1259"
"1260","tt2909396","72","1260"
"1261","tt0108001","19","1261"
"1262","tt0422689","112","1262"
"1263","tt4045666","40","1263"
"1264","tt0172980","205","1264"
"1265","tt2621000","16","1265"
"1266","tt0451803","20","1266"
"1267","tt1535467","75","1267"
"1268","tt0152836","105","1268"
"1269","tt0347278","109","1269"
"1270","tt3038772","52","1270"
"1271","tt0245825","40","1271"
"1272","tt0083820","23","1272"
"1273","tt2186731","42","1273"
"1274","tt2208248","66","1274"
"1275","tt0347779","19","1275"
"1276","tt0098461","54","1276"
"1277","tt1492872","4","1277"
"1278","tt0246009","46","1278"
"1279","tt0292742","58","1279"
"1280","tt1725795","9","1280"
"1281","tt4596814","23","1281"
"1282","tt0397882","123","1282"
"1283","tt0112313","5","1283"
"1284","tt5370442","132","1284"
"1285","tt1245774","19","1285"
"1286","tt1283956","54","1286"
"1287","tt0239235","90","1287"
"1288","tt1600439","206","1288"
"1289","tt0408837","116","1289"
"1290","tt0209263","116","1290"
"1291","tt0213753","52","1291"
"1292","tt0251194","54","1292"
"1293","tt0211126","19","1293"
"1294","tt0477252","181","1294"
"1295","tt0907674","19","1295"
"1296","tt0267363","55","1296"
"1297","tt0091284","46","1297"
"1298","tt0081401","23","1298"
"1299","tt0361436","207","1299"
"1300","tt3822600","40","1300"
"1301","tt0157316","19","1301"
"1302","tt0892874","55","1302"
"1303","tt6352548","10","1303"
"1304","tt0271748","23","1304"
"1305","tt0187271","16","1305"
"1306","tt0061650","42","1306"
"1307","tt0251756","69","1307"
"1308","tt0086925","112","1308"
"1309","tt0857381","28","1309"
"1310","tt4287778","5","1310"
"1311","tt2122340","8","1311"
"1312","tt0135140","112","1312"
"1313","tt0094299","80","1313"
"1314","tt0349333","4","1314"
"1315","tt1343362","16","1315"
"1316","tt0189633","5","1316"
"1317","tt0290820","50","1317"
"1318","tt0443594","159","1318"
"1319","tt0286707","72","1319"
"1320","tt0376080","54","1320"
"1321","tt0341549","46","1321"
"1322","tt5313980","10","1322"
"1323","tt0107777","58","1323"
"1324","tt1242782","90","1324"
"1325","tt0137100","107","1325"
"1326","tt0122427","23","1326"
"1327","tt5717110","5","1327"
"1328","tt3382148","5","1328"
"1329","tt0043307","101","1329"
"1330","tt0341455","208","1330"
"1331","tt0454429","19","1331"
"1332","tt0399942","116","1332"
"1333","tt3645014","84","1333"
"1334","tt1014672","16","1334"
"1335","tt0476884","209","1335"
"1336","tt0298607","19","1336"
"1337","tt0391079","158","1337"
"1338","tt0252358","66","1338"
"1339","tt0157339","40","1339"
"1340","tt0158534","12","1340"
"1341","tt0363472","5","1341"
"1342","tt0101733","18","1342"
"1343","tt6078866","19","1343"
"1344","tt0084532","52","1344"
"1345","tt1447508","16","1345"
"1346","tt0155074","26","1346"
"1347","tt0295682","120","1347"
"1348","tt2389974","4","1348"
"1349","tt3290688","1","1349"
"1350","tt0331479","19","1350"
"1351","tt0155088","58","1351"
"1352","tt2375567","107","1352"
"1353","tt0060104","210","1353"
"1354","tt0175423","158","1354"
"1355","tt0208903","52","1355"
"1356","tt0172234","5","1356"
"1357","tt5458088","46","1357"
"1358","tt4541102","16","1358"
"1359","tt2691010","159","1359"
"1360","tt1090650","58","1360"
"1361","tt0111384","76","1361"
"1362","tt1485072","5","1362"
"1363","tt0053637","52","1363"
"1364","tt0453978","34","1364"
"1365","tt0485513","20","1365"
"1366","tt0444849","50","1366"
"1367","tt0225515","71","1367"
"1368","tt0102119","54","1368"
"1369","tt0361505","91","1369"
"1370","tt0060659","5","1370"
"1371","tt0824316","19","1371"
"1372","tt0148375","52","1372"
"1373","tt4358344","19","1373"
"1374","tt5791986","19","1374"
"1375","tt0843328","112","1375"
"1376","tt1202540","103","1376"
"1377","tt1216300","31","1377"
"1378","tt0096827","23","1378"
"1379","tt0214866","42","1379"
"1380","tt0328671","20","1380"
"1381","tt0240084","58","1381"
"1382","tt0156659","185","1382"
"1383","tt0260077","98","1383"
"1384","tt1158700","12","1384"
"1385","tt0033616","211","1385"
"1386","tt0117623","46","1386"
"1387","tt3848888","10","1387"
"1388","tt0402230","20","1388"
"1389","tt0476649","4","1389"
"1390","tt1904875","50","1390"
"1391","tt0322027","19","1391"
"1392","tt3375154","5","1392"
"1393","tt0260155","66","1393"
"1394","tt0206020","212","1394"
"1395","tt0845494","8","1395"
"1396","tt4853926","10","1396"
"1397","tt0091598","50","1397"
"1398","tt1508950","54","1398"
"1399","tt0155775","213","1399"
"1400","tt0305455","46","1400"
"1401","tt0113913","46","1401"
"1402","tt0313495","22","1402"
"1403","tt3449320","114","1403"
"1404","tt5289170","49","1404"
"1405","tt0112738","91","1405"
"1406","tt0261001","57","1406"
"1407","tt0327761","1","1407"
"1408","tt0076527","54","1408"
"1409","tt0205968","10","1409"
"1410","tt0107166","214","1410"
"1411","tt0101283","36","1411"
"1412","tt0477857","54","1412"
"1413","tt1446071","10","1413"
"1414","tt0459475","57","1414"
"1415","tt0116002","215","1415"
"1416","tt4760750","216","1416"
"1417","tt0172300","69","1417"
"1418","tt1605790","90","1418"
"1419","tt1781838","20","1419"
"1420","tt0233206","26","1420"
"1421","tt0309618","58","1421"
"1422","tt0324951","32","1422"
"1423","tt1479667","85","1423"
"1424","tt0408976","159","1424"
"1425","tt0095955","58","1425"
"1426","tt0286936","46","1426"
"1427","tt0285958","52","1427"
"1428","tt0456413","112","1428"
"1429","tt2191721","109","1429"
"1430","tt0053965","52","1430"
"1431","tt2976176","19","1431"
"1432","tt5896934","112","1432"
"1433","tt0081491","80","1433"
"1434","tt2275794","20","1434"
"1435","tt5632164","74","1435"
"1436","tt2292625","39","1436"
"1437","tt0255112","5","1437"
"1438","tt0049072","105","1438"
"1439","tt0364604","42","1439"
"1440","tt0332313","58","1440"
"1441","tt0359157","22","1441"
"1442","tt0978642","112","1442"
"1443","tt0246420","26","1443"
"1444","tt0309087","87","1444"
"1445","tt0247936","5","1445"
"1446","tt7246718","21","1446"
"1447","tt3619710","217","1447"
"1448","tt0148266","95","1448"
"1449","tt3862004","16","1449"
"1450","tt0050758","52","1450"
"1451","tt0246839","10","1451"
"1452","tt0279021","52","1452"
"1453","tt1575672","58","1453"
"1454","tt0392883","132","1454"
"1455","tt0176105","116","1455"
"1456","tt2073138","12","1456"
"1457","tt1920986","54","1457"
"1458","tt0110584","23","1458"
"1459","tt0226847","5","1459"
"1460","tt3059106","54","1460"
"1461","tt2861320","1","1461"
"1462","tt0043306","52","1462"
"1463","tt0337611","58","1463"
"1464","tt4168188","218","1464"
"1465","tt2140315","133","1465"
"1466","tt0110942","16","1466"
"1467","tt2171454","42","1467"
"1468","tt0250122","54","1468"
"1469","tt0080322","68","1469"
"1470","tt0250452","20","1470"
"1471","tt0215911","19","1471"
"1472","tt0230737","46","1472"
"1473","tt0086156","67","1473"
"1474","tt7972674","19","1474"
"1475","tt0290429","12","1475"
"1476","tt0260345","19","1476"
"1477","tt1891884","54","1477"
"1478","tt0088099","20","1478"
"1479","tt0099043","219","1479"
"1480","tt3514330","19","1480"
"1481","tt4114302","22","1481"
"1482","tt0273406","58","1482"
"1483","tt0911024","19","1483"
"1484","tt0115484","52","1484"
"1485","tt0368400","169","1485"
"1486","tt0815890","220","1486"
"1487","tt1425618","68","1487"
"1488","tt0330977","46","1488"
"1489","tt0338690","46","1489"
"1490","tt1087856","5","1490"
"1491","tt0085361","23","1491"
"1492","tt0379250","221","1492"
"1493","tt2202086","42","1493"
"1494","tt2929840","16","1494"
"1495","tt0387989","39","1495"
"1496","tt1065099","176","1496"
"1497","tt2402631","19","1497"
"1498","tt0404537","54","1498"
"1499","tt0213775","39","1499"
"1500","tt0096252","67","1500"
"1501","tt5543746","84","1501"
"1502","tt1431122","1","1502"
"1503","tt0106204","1","1503"
"1504","tt0328998","5","1504"
"1505","tt2027138","10","1505"
"1506","tt2454134","10","1506"
"1507","tt1020978","31","1507"
"1508","tt0363833","23","1508"
"1509","tt1334254","43","1509"
"1510","tt2575290","43","1510"
"1511","tt0056379","49","1511"
"1512","tt1050739","59","1512"
"1513","tt1233600","222","1513"
"1514","tt3531604","16","1514"
"1515","tt1372681","223","1515"
"1516","tt2309600","12","1516"
"1517","tt7249874","12","1517"
"1518","tt1883121","68","1518"
"1519","tt0260411","111","1519"
"1520","tt0085913","71","1520"
"1521","tt0149573","83","1521"
"1522","tt0096415","54","1522"
"1523","tt1039969","19","1523"
"1524","tt0368811","224","1524"
"1525","tt0089599","34","1525"
"1526","tt0148706","5","1526"
"1527","tt4107858","23","1527"
"1528","tt0100441","23","1528"
"1529","tt0088031","19","1529"
"1530","tt0089201","112","1530"
"1531","tt3607198","225","1531"
"1532","tt3796006","3","1532"
"1533","tt0074730","60","1533"
"1534","tt2576450","65","1534"
"1535","tt1105747","20","1535"
"1536","tt0488836","176","1536"
"1537","tt3184756","1","1537"
"1538","tt5162476","66","1538"
"1539","tt5037626","16","1539"
"1540","tt0085178","55","1540"
"1541","tt0359971","226","1541"
"1542","tt0297241","190","1542"
"1543","tt0808164","5","1543"
"1544","tt4684028","16","1544"
"1545","tt3338188","19","1545"
"1546","tt1699525","23","1546"
"1547","tt0293342","55","1547"
"1548","tt0451983","43","1548"
"1549","tt4467202","58","1549"
"1550","tt0111793","49","1550"
"1551","tt0448206","20","1551"
"1552","tt0226786","22","1552"
"1553","tt0157337","23","1553"
"1554","tt0378025","5","1554"
"1555","tt0326722","104","1555"
"1556","tt0083636","26","1556"
"1557","tt2708550","19","1557"
"1558","tt1418380","19","1558"
"1559","tt0172089","54","1559"
"1560","tt0116898","65","1560"
"1561","tt0406977","195","1561"
"1562","tt0255713","32","1562"
"1563","tt0140377","109","1563"
"1564","tt0358063","58","1564"
"1565","tt6001942","72","1565"
"1566","tt0286683","23","1566"
"1567","tt0808306","20","1567"
"1568","tt4688446","50","1568"
"1569","tt0096477","46","1569"
"1570","tt1202517","85","1570"
"1571","tt0317985","20","1571"
"1572","tt0364303","19","1572"
"1573","tt0349122","8","1573"
"1574","tt0337633","54","1574"
"1575","tt0327028","22","1575"
"1576","tt0255305","54","1576"
"1577","tt4335954","84","1577"
"1578","tt0475645","8","1578"
"1579","tt0254179","227","1579"
"1580","tt0106203","5","1580"
"1581","tt0286640","46","1581"
"1582","tt5569160","62","1582"
"1583","tt4485366","20","1583"
"1584","tt0341554","19","1584"
"1585","tt1080568","68","1585"
"1586","tt1176961","16","1586"
"1587","tt1301698","133","1587"
"1588","tt4897908","19","1588"
"1589","tt0430381","54","1589"
"1590","tt0432536","54","1590"
"1591","tt1986040","40","1591"
"1592","tt0284328","5","1592"
"1593","tt0378647","46","1593"
"1594","tt0252385","66","1594"
"1595","tt0102200","20","1595"
"1596","tt0362696","31","1596"
"1597","tt0100002","228","1597"
"1598","tt2571022","12","1598"
"1599","tt1105709","229","1599"
"1600","tt4228746","53","1600"
"1601","tt0331639","46","1601"
"1602","tt1667076","16","1602"
"1603","tt0104605","230","1603"
"1604","tt0313395","40","1604"
"1605","tt0476888","40","1605"
"1606","tt0423286","54","1606"
"1607","tt0386029","87","1607"
"1608","tt0405046","19","1608"
"1609","tt2848824","209","1609"
"1610","tt0157944","113","1610"
"1611","tt0137459","105","1611"
"1612","tt0104072","5","1612"
"1613","tt0442855","43","1613"
"1614","tt0093604","22","1614"
"1615","tt0430328","231","1615"
"1616","tt0096390","58","1616"
"1617","tt0246413","26","1617"
"1618","tt0084199","46","1618"
"1619","tt2066062","185","1619"
"1620","tt0080926","232","1620"
"1621","tt0084393","46","1621"
"1622","tt0430202","76","1622"
"1623","tt0140399","23","1623"
"1624","tt1728239","85","1624"
"1625","tt0444781","23","1625"
"1626","tt0402014","54","1626"
"1627","tt0085896","16","1627"
"1628","tt0995823","5","1628"
"1629","tt0109116","23","1629"
"1630","tt0101742","113","1630"
"1631","tt0266765","20","1631"
"1632","tt0086597","5","1632"
"1633","tt0268129","5","1633"
"1634","tt1047519","50","1634"
"1635","tt0095375","19","1635"
"1636","tt2941856","54","1636"
"1637","tt0073034","19","1637"
"1638","tt2800452","16","1638"
"1639","tt6033536","5","1639"
"1640","tt0292552","52","1640"
"1641","tt0476848","8","1641"
"1642","tt0328729","233","1642"
"1643","tt0327071","137","1643"
"1644","tt1442583","16","1644"
"1645","tt0077797","8","1645"
"1646","tt0113933","54","1646"
"1647","tt1512220","85","1647"
"1648","tt1132589","12","1648"
"1649","tt0268220","234","1649"
"1650","tt0813540","2","1650"
"1651","tt0106655","55","1651"
"1652","tt0135621","12","1652"
"1653","tt0390614","49","1653"
"1654","tt0341266","200","1654"
"1655","tt0099429","20","1655"
"1656","tt1340838","133","1656"
"1657","tt0451787","5","1657"
"1658","tt1194236","26","1658"
"1659","tt0100816","54","1659"
"1660","tt0173156","19","1660"
"1661","tt0157845","208","1661"
"1662","tt4556848","5","1662"
"1663","tt1324076","43","1663"
"1664","tt4354740","10","1664"
"1665","tt0130350","39","1665"
"1666","tt0227194","1","1666"
"1667","tt0253514","77","1667"
"1668","tt5219770","19","1668"
"1669","tt0119862","23","1669"
"1670","tt0268216","12","1670"
"1671","tt1038915","50","1671"
"1672","tt0254927","54","1672"
"1673","tt0178192","235","1673"
"1674","tt0359990","19","1674"
"1675","tt5928576","19","1675"
"1676","tt0316406","19","1676"
"1677","tt0440199","46","1677"
"1678","tt0315632","84","1678"
"1679","tt0327403","5","1679"
"1680","tt0366630","236","1680"
"1681","tt0118660","67","1681"
"1682","tt0810058","40","1682"
"1683","tt0833476","5","1683"
"1684","tt0069810","109","1684"
"1685","tt0101616","10","1685"
"1686","tt0435437","217","1686"
"1687","tt0985636","60","1687"
"1688","tt0102844","58","1688"
"1689","tt0173080","23","1689"
"1690","tt0059709","19","1690"
"1691","tt1267500","159","1691"
"1692","tt0066766","5","1692"
"1693","tt1227524","19","1693"
"1694","tt0107440","91","1694"
"1695","tt2278422","16","1695"
"1696","tt0948462","5","1696"
"1697","tt6040012","237","1697"
"1698","tt0348662","159","1698"
"1699","tt0073458","55","1699"
"1700","tt0059028","5","1700"
"1701","tt0444769","39","1701"
"1702","tt0071811","109","1702"
"1703","tt0371974","20","1703"
"1704","tt0148523","228","1704"
"1705","tt0142431","233","1705"
"1706","tt0330505","233","1706"
"1707","tt0225013","22","1707"
"1708","tt0082162","99","1708"
"1709","tt0021594","222","1709"
"1710","tt0328503","238","1710"
"1711","tt0067555","169","1711"
"1712","tt0444840","5","1712"
"1713","tt0437407","52","1713"
"1714","tt0120540","49","1714"
"1715","tt0074949","239","1715"
"1716","tt6180274","29","1716"
"1717","tt1564870","19","1717"
"1718","tt3359290","209","1718"
"1719","tt0375997","46","1719"
"1720","tt5756052","19","1720"
"1721","tt0119491","46","1721"
"1722","tt0266926","54","1722"
"1723","tt0079938","5","1723"
"1724","tt0287537","234","1724"
"1725","tt0055039","19","1725"
"1726","tt0057568","240","1726"
"1727","tt7207156","19","1727"
"1728","tt0176012","67","1728"
"1729","tt0278291","54","1729"
"1730","tt1869296","54","1730"
"1731","tt0070947","54","1731"
"1732","tt0819810","19","1732"
"1733","tt5963908","19","1733"
"1734","tt1002963","50","1734"
"1735","tt0072870","219","1735"
"1736","tt4643520","19","1736"
"1737","tt1612573","159","1737"
"1738","tt0234542","5","1738"
"1739","tt0456549","10","1739"
"1740","tt0444874","71","1740"
"1741","tt2057441","40","1741"
"1742","tt0250483","5","1742"
"1743","tt0119239","54","1743"
"1744","tt0079749","241","1744"
"1745","tt0076259","46","1745"
"1746","tt0143202","19","1746"
"1747","tt0061072","20","1747"
"1748","tt0065064","169","1748"
"1749","tt0187195","227","1749"
"1750","tt2857500","16","1750"
"1751","tt0338960","12","1751"
"1752","tt0099943","23","1752"
"1753","tt2449318","10","1753"
"1754","tt0098168","67","1754"
"1755","tt0476761","22","1755"
"1756","tt0218533","58","1756"
"1757","tt0047990","52","1757"
"1758","tt3398048","58","1758"
"1759","tt0068938","242","1759"
"1760","tt0240879","32","1760"
"1761","tt0331216","1","1761"
"1762","tt0230348","49","1762"
"1763","tt0106986","54","1763"
"1764","tt7291466","207","1764"
"1765","tt0451833","49","1765"
"1766","tt1578116","10","1766"
"1767","tt5755606","97","1767"
"1768","tt0289725","54","1768"
"1769","tt0064842","105","1769"
"1770","tt4960754","46","1770"
"1771","tt0070241","5","1771"
"1772","tt0067478","137","1772"
"1773","tt3877652","112","1773"
"1774","tt1309561","39","1774"
"1775","tt0290213","54","1775"
"1776","tt0135666","54","1776"
"1777","tt0090358","54","1777"
"1778","tt5343678","50","1778"
"1779","tt0959281","58","1779"
"1780","tt0101432","54","1780"
"1781","tt0332766","137","1781"
"1782","tt2437954","46","1782"
"1783","tt3398052","20","1783"
"1784","tt0065416","52","1784"
"1785","tt0152139","52","1785"
"1786","tt0247910","26","1786"
"1787","tt0306065","109","1787"
"1788","tt0345043","35","1788"
"1789","tt2498312","42","1789"
"1790","tt0108144","55","1790"
"1791","tt0156014","243","1791"
"1792","tt0252038","57","1792"
"1793","tt0045467","52","1793"
"1794","tt0843372","112","1794"
"1795","tt0195814","20","1795"
"1796","tt0080982","19","1796"
"1797","tt0259170","58","1797"
"1798","tt0387678","85","1798"
"1799","tt0230670","52","1799"
"1800","tt0149850","22","1800"
"1801","tt1137979","20","1801"
"1802","tt1455816","12","1802"
"1803","tt1433905","23","1803"
"1804","tt0107249","67","1804"
"1805","tt0041123","244","1805"
"1806","tt2708644","40","1806"
"1807","tt2905606","149","1807"
"1808","tt6941560","16","1808"
"1809","tt1182908","85","1809"
"1810","tt0117374","52","1810"
"1811","tt1896781","18","1811"
"1812","tt7723022","68","1812"
"1813","tt0146335","170","1813"
"1814","tt0234724","19","1814"
"1815","tt0267548","65","1815"
"1816","tt0301179","87","1816"
"1817","tt0063532","5","1817"
"1818","tt0155068","20","1818"
"1819","tt0246095","46","1819"
"1820","tt4396648","153","1820"
"1821","tt0268146","26","1821"
"1822","tt0265452","54","1822"
"1823","tt1836015","245","1823"
"1824","tt1438486","1","1824"
"1825","tt0066241","67","1825"
"1826","tt0077783","19","1826"
"1827","tt1404573","16","1827"
"1828","tt0270880","23","1828"
"1829","tt0058287","246","1829"
"1830","tt0068217","26","1830"
"1831","tt2347289","22","1831"
"1832","tt1971365","247","1832"
"1833","tt2579680","20","1833"
"1834","tt0052560","49","1834"
"1835","tt0097045","52","1835"
"1836","tt0456558","84","1836"
"1837","tt0082796","16","1837"
"1838","tt0139398","233","1838"
"1839","tt1228726","1","1839"
"1840","tt2063745","155","1840"
"1841","tt2321492","119","1841"
"1842","tt4219300","10","1842"
"1843","tt0426075","58","1843"
"1844","tt0338490","55","1844"
"1845","tt0117470","53","1845"
"1846","tt0480572","20","1846"
"1847","tt0154706","52","1847"
"1848","tt0068257","191","1848"
"1849","tt0281913","23","1849"
"1850","tt0112459","87","1850"
"1851","tt0297067","19","1851"
"1852","tt0289686","112","1852"
"1853","tt0337625","1","1853"
"1854","tt0443208","154","1854"
"1855","tt4651394","40","1855"
"1856","tt1179782","6","1856"
"1857","tt0232169","248","1857"
"1858","tt0416282","98","1858"
"1859","tt2951576","20","1859"
"1860","tt0319500","39","1860"
"1861","tt0071436","19","1861"
"1862","tt0087417","16","1862"
"1863","tt4373886","249","1863"
"1864","tt0451824","68","1864"
"1865","tt0116035","5","1865"
"1866","tt0363525","58","1866"
"1867","tt0100384","53","1867"
