"index","MID","title","year","rating","num_votes"
"2612","tt4659548","Rebellious Flower","2016","6.7","218"
"2613","tt1153700","Patang","2011","6.1","276"
"2614","tt0079614","Nauker","1979","6.7","79"
"2615","tt0977636","Aarya","2007","4.8","152"
"2616","tt0099081","Baap Numbri Beta Dus Numbri","1990","6.0","229"
"2617","tt0066758","Amar Prem","1972","8.2","1260"
"2618","tt0300028","Indian","2001","5.3","1900"
"2619","tt0246687","Hu Tu Tu","1999","6.6","385"
"2620","tt1961530","Tell Me O Kkhuda","2011","2.5","303"
"2621","tt0052217","Solva Saal","1958","7.0","108"
"2622","tt1278447","Sikandar","2009","6.4","244"
"2623","tt0231150","Anita","1967","6.8","86"
"2624","tt0230993","Zamaane Ko Dikhana Hai","1981","7.2","96"
"2625","tt2009592","The Blueberry Hunt","2016","5.6","180"
"2626","tt1570417","Accident on Hill Road","2010","4.2","266"
"2627","tt0341323","Cover Story","2000","5.8","74"
"2628","tt1582560","Namo Venkatesha","2010","5.4","328"
"2629","tt1754202","Michael","2011","5.8","86"
"2630","tt0107199","In Custody","1994","7.1","308"
"2631","tt0061378","Baharon Ke Sapne","1967","7.7","64"
"2632","tt2216852","Main Aur Mr. Riight","2014","5.6","285"
"2633","tt0305173","Aamdani Atthanni Kharcha Rupaiya","2001","4.6","945"
"2634","tt0359614","Loha","1987","6.2","162"
"2635","tt0156658","Junoon","1992","5.7","392"
"2636","tt0182251","Jab Pyaar Kisise Hota Hai","1998","5.9","1989"
"2637","tt0476762","Big Brother","2007","3.9","673"
"2638","tt0187227","Laadla","1994","5.8","927"
"2639","tt0399608","Santosham","2002","7.2","474"
"2640","tt1228707","Jimmy","2008","1.6","167"
"2641","tt0056998","Dil Hi To Hai","1963","7.3","95"
"2642","tt0886505","Kaafila","2007","3.6","165"
"2643","tt0435259","Padmashree Laloo Prasad Yadav","2005","2.5","162"
"2644","tt0430030","Dobara","2004","3.2","115"
"2645","tt0157003","Saatwan Aasman","1992","5.5","55"
"2646","tt3948240","Second Hand Husband","2015","4.1","134"
"2647","tt0389726","Aanch","2003","6.0","91"
"2648","tt0887753","Kya Love Story Hai","2007","3.9","308"
"2649","tt0052411","Yahudi","1958","7.0","173"
"2650","tt0045529","Baaz","1953","7.0","74"
"2651","tt0988655","A Flat","2010","4.7","179"
"2652","tt2232524","Mere Dost Picture Abhi Baaki Hai","2012","3.5","169"
"2653","tt0079526","Manzil","1979","7.0","220"
"2654","tt0292113","Mitr: My Friend","2002","6.7","230"
"2655","tt2184125","Chaalis Chauraasi","2012","6.2","430"
"2656","tt0111537","Udhaar Ki Zindagi","1994","6.1","116"
"2657","tt2917382","Veera Madakari","2009","6.2","193"
"2658","tt0461323","Pyare Mohan","2006","3.3","703"
"2659","tt0248125","Kaamchor","1982","6.5","107"
"2660","tt0453188","Priyasakhi","2005","4.9","128"
"2661","tt0135641","Sapoot","1996","5.7","894"
"2662","tt0267246","Aatish: Feel the Fire","1994","5.9","628"
"2663","tt0247992","Dulhan Hum Le Jayenge","2000","5.0","2525"
"2664","tt0461062","Holiday","2006","4.9","131"
"2665","tt1214948","Bhram: An Illusion","2008","5.7","97"
"2666","tt2023645","Phhir","2011","5.3","161"
"2667","tt0359457","Imaandaar","1987","5.6","52"
"2668","tt0158331","Victoria No. 203","1972","7.1","155"
"2669","tt3031896","Lakeer Ka Fakeer","2013","5.8","114"
"2670","tt0086892","Andar Baahar","1984","5.4","120"
"2671","tt0230141","Dil Deke Dekho","1959","7.0","114"
"2672","tt0069871","Chhupa Rustam","1973","7.2","65"
"2673","tt1127220","Mr Bhatti on Chutti","2012","4.0","77"
"2674","tt0831816","Shiva","2006","4.1","309"
"2675","tt0111067","Sangdil Sanam","1994","3.7","265"
"2676","tt0139048","Bahu Begum","1967","6.8","53"
"2677","tt0841134","Naughty Boy","2006","3.8","53"
"2678","tt1695793","Love U... Mr. Kalakaar!","2011","5.7","387"
"2679","tt0090202","Trikal Past, Present, Future","1985","7.1","152"
"2680","tt1740549","Thavasi","2001","4.7","63"
"2681","tt0157882","Kamla Ki Maut","1989","7.1","124"
"2682","tt0233808","Godmother","1999","6.4","188"
"2683","tt0064086","Bhuvan Shome","1969","7.4","280"
"2684","tt0481897","Pyasa Shaitan","1984","5.2","52"
"2685","tt0106287","Anmol","1993","5.7","87"
"2686","tt0249588","Hum To Mohabbat Karega","2000","2.8","316"
"2687","tt0471646","Darwaza Bandh Rakho","2006","5.3","301"
"2688","tt0137362","Anuradha","1960","6.8","136"
"2689","tt0476057","Film Star","2005","5.4","55"
"2690","tt0122162","Madhosh","1974","6.3","235"
"2691","tt0433605","Naach","2004","4.4","534"
"2692","tt0116024","Daraar","1996","5.4","416"
"2693","tt0327004","Kuch Tum Kaho Kuch Hum Kahein","2002","5.7","450"
"2694","tt0273452","Bandhan","1998","4.9","1372"
"2695","tt1114725","Heroes","2008","5.7","1811"
"2696","tt0058045","Dulha Dulhan","1964","7.2","69"
"2697","tt1956433","Ata Pata Lapatta","2012","5.6","78"
"2698","tt0056367","Prem Patra","1962","7.6","51"
"2699","tt2962230","Kaagaz Ke Fools","2015","3.9","102"
"2700","tt1603862","Jashnn: The Music Within","2009","3.9","211"
"2701","tt0286772","Kudrat","1998","4.2","105"
"2702","tt0262866","Vakil Babu","1982","7.6","57"
"2703","tt0385564","Border Hindustan Ka","2003","5.3","74"
"2704","tt0351714","Sharafat","1970","7.3","56"
"2705","tt0187176","Jaani Dost","1983","6.0","59"
"2706","tt4340180","Direct Ishq","2016","4.0","61"
"2707","tt0154578","Heera Panna","1973","6.6","214"
"2708","tt2043923","Mod","2011","6.5","392"
"2709","tt0419974","Morning Raga","2004","6.8","287"
"2710","tt0338959","Ek Se Badhkar Ek","2004","4.7","129"
"2711","tt0275489","Mahal","1969","7.5","71"
"2712","tt1073097","Apna Asmaan","2007","6.2","138"
"2713","tt0147855","Aashirwad","1968","7.4","161"
"2714","tt0250339","Dil Tera Diwana","1962","7.1","61"
"2715","tt0120551","Ziddi","1997","5.7","1323"
"2716","tt0260303","Purani Haveli","1989","5.3","182"
"2717","tt0267424","Dhanwaan","1993","3.5","215"
"2718","tt0250415","Har Dil Jo Pyar Karega...","2000","5.2","3602"
"2719","tt0246905","Saajan Chale Sasural","1996","5.9","990"
"2720","tt0898943","Raqeeb","2007","4.4","251"
"2721","tt0383875","Andhaa Yudh","1987","7.3","54"
"2722","tt0150718","Gharaonda","1977","6.9","155"
"2723","tt0178203","Aas Paas","1981","6.7","86"
"2724","tt0092033","Swati","1986","6.8","80"
"2725","tt0287065","Udaan","1997","4.3","114"
"2726","tt0251139","Indrudu Chandrudu","1989","7.3","239"
"2727","tt0349115","Baaz: A Bird in Danger","2003","3.2","289"
"2728","tt0106724","Dil Hi To Hai","1992","5.5","82"
"2729","tt0453748","Kuchh Meetha Ho Jaye","2005","3.6","261"
"2730","tt0078761","Amar Deep","1979","6.9","51"
"2731","tt0100539","Sailaab","1990","5.5","160"
"2732","tt0155997","Rafoo Chakkar","1975","7.0","212"
"2733","tt2386342","Anjaneya","2003","3.9","225"
"2734","tt0154788","Lootmaar","1980","6.3","55"
"2735","tt0081624","Thodisi Bewafaii","1980","6.8","77"
"2736","tt0297983","Ittefaq","2001","4.7","62"
"2737","tt0246493","Chori Mera Kaam","1975","7.0","103"
"2738","tt0410149","Kali Salwaar","2002","6.1","63"
"2739","tt0343048","Surakshaa","1995","4.2","144"
"2740","tt5573110","Yea Toh Two Much Ho Gayaa","2016","4.3","86"
"2741","tt0377845","Ek Chadar Maili Si","1986","7.1","100"
"2742","tt2265191","Bumboo","2012","3.6","139"
"2743","tt0259322","Gehrayee","1980","6.8","115"
"2744","tt0454504","Maine Gandhi Ko Nahin Mara","2005","7.4","665"
"2745","tt0366276","Calcutta Mail","2003","5.8","432"
"2746","tt0116748","Karobaar: The Business of Love","2000","4.4","192"
"2747","tt0138360","Chitralekha","1964","7.5","66"
"2748","tt2416294","Rabba Main Kya Karoon","2013","4.4","266"
"2749","tt1218038","The President Is Coming","2009","6.9","621"
"2750","tt0293589","Shaheed","1965","7.9","293"
"2751","tt0069218","Sanjog","1972","6.3","102"
"2752","tt0156160","Vaishali","1988","7.7","321"
"2753","tt0989605","Aatma","2006","4.3","72"
"2754","tt0079382","Jurmana","1979","6.9","139"
"2755","tt3357416","What the Fish","2013","5.1","143"
"2756","tt0800981","Anthony Kaun Hai?","2006","5.5","554"
"2757","tt0175908","Mere Hamdam Mere Dost","1968","7.1","58"
"2758","tt1204913","Karma: Crime. Passion. Reincarnation","2008","5.9","99"
"2759","tt1312135","Oh, My God!!","2008","5.4","250"
"2760","tt0089952","Saaheb","1985","7.2","391"
"2761","tt1159917","Bombay to Bangkok","2008","4.7","388"
"2762","tt4479178","A New Love Ishtory","2013","6.4","63"
"2763","tt0087868","Paar","1984","7.3","251"
"2764","tt0296621","Everybody Says I'm Fine!","2001","6.1","313"
"2765","tt0082644","Laawaris","1981","7.2","1896"
"2766","tt0162480","Mr. & Mrs. Khiladi","1997","6.7","5355"
"2767","tt3729994","The Perfect Girl","2015","6.3","88"
"2768","tt0156606","Himalay Ki Godmein","1965","7.0","67"
"2769","tt0057409","Phir Wohi Dil Laya Hoon","1963","7.1","62"
"2770","tt0339878","Waah! Tera Kya Kehna","2002","3.7","188"
"2771","tt0417106","Samba","2004","5.1","451"
"2772","tt0362902","Nayee Padosan","2003","5.5","320"
"2773","tt0156581","Griha Pravesh","1979","7.8","83"
"2774","tt0262717","Katilon Ke Kaatil","1981","6.8","69"
"2775","tt0241914","Salim Langde Pe Mat Ro","1989","7.6","323"
"2776","tt3814100","M.A.D: Mad About Dance","2014","6.2","91"
"2777","tt1620907","Na Ghar Ke Na Ghaat Ke","2010","6.2","250"
"2778","tt0250774","Tera Jadoo Chal Gayaa","2000","3.1","520"
"2779","tt0105897","Zindagi Ek Juaa","1992","5.4","246"
"2780","tt0272543","Censor","2001","3.8","104"
"2781","tt0053767","Dil Apna Aur Preet Parai","1960","6.7","112"
"2782","tt0246240","Sneham Kosam","1999","6.5","216"
"2783","tt2317103","Sons of Ram","2012","6.7","61"
"2784","tt0466546","The Film","2005","6.5","78"
"2785","tt0075653","Alaap","1977","7.0","272"
"2786","tt0229950","Aya Sawan Jhoom Ke","1969","6.9","82"
"2787","tt0330783","Pran Jaaye Par Shaan Na Jaaye","2003","6.3","291"
"2788","tt0363721","Joggers' Park","2003","6.2","324"
"2789","tt1191118","Hello Darling","2010","3.5","97"
"2790","tt0398170","Madhosh","1994","7.3","54"
"2791","tt0415144","Manasarovar","2004","7.5","59"
"2792","tt2969320","Kaamannana Makkalu","2008","7.1","57"
"2793","tt0055767","Baat Ek Raat Ki","1962","7.2","98"
"2794","tt0374117","Peechha Karro","1986","6.7","113"
"2795","tt0066888","Caravan","1971","6.9","221"
"2796","tt0088335","Utsav","1984","7.0","297"
"2797","tt0220597","Khoobsurat","1999","5.3","637"
"2798","tt0094958","Dayavan","1988","6.6","458"
"2799","tt1285245","Lahore","2010","6.4","491"
"2800","tt0071205","Benaam","1974","6.9","204"
"2801","tt2318401","Bandook","2013","6.0","112"
"2802","tt0072972","Faraar","1975","7.0","264"
"2803","tt0158122","Professor Pyarelal","1981","7.1","84"
"2804","tt0379299","Geet Gaaya Pattharon Ne","1964","6.8","75"
"2805","tt0156290","Anubhav","1971","7.1","101"
"2806","tt0158375","Yakeen","1969","7.2","70"
"2807","tt4161520","Dashavatar","2008","5.9","63"
"2808","tt0247502","Manchali","1973","6.9","109"
"2809","tt0213677","Ghaath","2000","4.9","116"
"2810","tt0214704","Gandhinagar 2nd Street","1986","7.7","579"
"2811","tt2155776","Yeh Jo Mohabbat Hai","2012","5.3","69"
"2812","tt0157965","Man Pasand","1980","6.5","89"
"2813","tt0271604","Kuch Khatti Kuch Meethi","2001","4.7","557"
"2814","tt0308158","Marhi Da Deeva","1989","7.6","56"
"2815","tt0172622","Zahreelay","1990","5.2","76"
"2816","tt1810522","Aalwar","2007","3.3","692"
"2817","tt1235833","Bombay Summer","2009","6.5","77"
"2818","tt0363784","Madam X","1994","3.8","58"
"2819","tt2609468","Sona Spa","2013","3.7","176"
"2820","tt0158585","Dharmputra","1961","7.2","57"
"2821","tt0050322","Do Ankhen Barah Haath","1957","8.4","1496"
"2822","tt0105762","Virodhi","1992","4.5","52"
"2823","tt0058921","Arzoo","1965","7.1","194"
"2824","tt0256951","Nadiya Ke Paar","1982","8.1","609"
"2825","tt6582458","Baaraat Company","2017","7.0","170"
"2826","tt0050757","Nau Do Gyarah","1957","7.0","118"
"2827","tt0449000","Chicken Tikka Masala","2005","5.8","507"
"2828","tt1479676","Cooking with Stella","2009","5.5","265"
"2829","tt2034011","Hum Tum Shabana","2011","3.9","262"
"2830","tt0048395","Munimji","1955","7.5","74"
"2831","tt1305840","Aloo Chaat","2009","5.9","831"
"2832","tt0088687","Aitbaar","1985","7.0","121"
"2833","tt3005850","Sooper Se Ooper","2013","4.4","157"
"2834","tt0150683","Gaman","1978","7.1","119"
"2835","tt0295294","Halo","1996","8.0","412"
"2836","tt0154265","Bullet","1976","6.9","61"
"2837","tt2071418","Bezawada","2011","3.5","179"
"2838","tt0137947","Mela","1948","7.3","69"
"2839","tt4581032","Luv U Alia","2015","5.4","71"
"2840","tt1702543","Lucky","2011","7.1","233"
"2841","tt1221147","Tera Kya Hoga Johnny","2009","6.1","187"
"2842","tt1458553","Fajr al islam","1971","6.0","60"
"2843","tt0074926","Mrigayaa","1977","7.5","93"
"2844","tt1941657","Soundtrack","2011","7.2","767"
"2845","tt3056632","Manjunath","2014","7.2","456"
"2846","tt0061366","Around the World","1967","6.1","76"
"2847","tt1369669","Jai Veeru: Friends Forever","2009","3.6","228"
"2848","tt0330217","Dil Ka Rishta","2003","4.8","1410"
"2849","tt0156982","Saathi","1991","6.7","131"
"2850","tt0105500","Suryavanshi","1992","4.7","694"
"2851","tt0123102","Hero","1983","6.8","666"
"2852","tt0262527","Jhooth Bole Kauwa Kaate","1998","5.7","675"
"2853","tt0114317","Sabse Bada Khiladi","1995","6.6","4002"
"2854","tt0135161","Bhai","1997","5.1","272"
"2855","tt1451763","Villu","2009","3.5","2735"
"2856","tt0280832","Khal-Naaikaa","1993","3.8","116"
"2857","tt1368102","Khela","2008","7.0","154"
"2858","tt0827714","Jaane Hoga Kya","2006","2.9","151"
"2859","tt0050820","Pardesi","1957","7.1","73"
"2860","tt0455415","Daas","2005","3.6","79"
"2861","tt1122610","Thulasi","2007","5.4","309"
"2862","tt0158356","Warrant","1975","7.0","81"
"2863","tt0280889","Maanthrikam","1995","6.3","179"
"2864","tt0154653","Ishq Ishq Ishq","1974","7.3","51"
"2865","tt2907156","Paranthe Wali Gali","2014","5.0","80"
"2866","tt0449870","Chehraa","2005","4.2","105"
"2867","tt0175448","Apna Desh","1972","7.1","86"
"2868","tt2612156","The Angrez","2006","7.2","358"
"2869","tt0404843","C.I.D.","1990","4.8","51"
"2870","tt0069152","Raaste Kaa Patthar","1972","5.9","64"
"2871","tt0445056","Sheesha","2005","3.5","229"
"2872","tt0841048","When Kiran Met Karen","2008","5.2","74"
"2873","tt0284479","Shararat","2002","4.7","408"
"2874","tt0423087","Rok Sako To Rok Lo","2004","6.5","1815"
"2875","tt0055276","Parakh","1960","7.5","95"
"2876","tt0072109","Sagina","1974","7.2","65"
"2877","tt0121401","Indira Priyanka","1996","7.0","178"
"2878","tt0286416","Aakrosh: Cyclone of Anger","1998","4.8","68"
"2879","tt0129422","Tarana","1951","7.6","99"
"2880","tt0116737","Kabhi Na Kabhi","1998","4.3","118"
"2881","tt4332782","Main Hoon Khiladiyon Ka Khiladi","2004","9.4","61"
"2882","tt0451639","Bachke Rehna Re Baba","2005","2.9","189"
"2883","tt0071307","36 Ghante","1974","6.9","100"
"2884","tt1288644","Mere Khwabon Mein Jo Aaye","2009","5.7","75"
"2885","tt1255873","Hari Puttar: A Comedy of Terrors","2008","2.0","246"
"2886","tt0119760","Naseeb","1997","5.3","231"
"2887","tt0249795","Maya Bazaar","1957","9.2","3013"
"2888","tt3324810","Chhota Bheem and the Throne of Bali","2013","6.9","78"
"2889","tt0119596","Maharaja","1998","3.8","306"
"2890","tt0113455","Jallaad","1995","5.8","108"
"2891","tt0146645","Dosti","1964","8.4","1276"
"2892","tt0061744","Hamraaz","1967","7.2","267"
"2893","tt6278732","Motu Patlu: King of Kings","2016","7.5","85"
"2894","tt0172704","Lal Baadshah","1999","3.3","508"
"2895","tt0104098","Dharavi","1992","7.2","255"
"2896","tt0077179","Arvind Desai Ki Ajeeb Dastaan","1978","7.3","86"
"2897","tt0063533","Sadhu Aur Shaitaan","1968","6.8","102"
"2898","tt1521223","Iti Mrinalini: An Unfinished Letter...","2010","6.9","447"
"2899","tt1666184","Turning 30!!!","2011","5.2","350"
"2900","tt1575719","Yuvaraju","2000","5.9","610"
"2901","tt0363413","Agni Pankh","2004","5.4","83"
"2902","tt0405121","Love in Nepal","2004","4.0","104"
"2903","tt1252614","Sankat City","2009","6.3","560"
"2904","tt1964886","Love Express","2011","5.4","112"
"2905","tt0359926","Sahebzaade","1992","4.3","65"
"2906","tt0495022","Ankahee","2006","4.3","325"
"2907","tt1948640","The Waiting Room","2010","6.0","85"
"2908","tt0173301","Taaqat","1995","5.1","79"
"2909","tt2104937","Miley - Naa Miley - Hum","2011","3.9","129"
"2910","tt1606297","Naaga","2003","4.4","258"
"2911","tt1673391","Hello Hum Lallann Bol Rahe Hain","2010","6.3","102"
"2912","tt0338566","Yeh Kya Ho Raha Hai?","2002","4.8","214"
"2913","tt0248289","Party","1984","7.1","185"
"2914","tt0312664","Escape from Taliban","2003","4.5","151"
"2915","tt0187150","Himmatwala","1983","4.4","212"
"2916","tt0286672","Haqeeqat","1995","4.5","264"
"2917","tt0105209","Radha Ka Sangam","1992","5.3","53"
"2918","tt1667460","10ml LOVE","2010","6.3","150"
"2919","tt0439754","Pyaar Mein Twist","2005","5.9","154"
"2920","tt2251552","Challo Driver","2012","6.0","152"
"2921","tt1043876","Woodstock Villa","2008","3.6","357"
"2922","tt0989633","Delhii Heights","2007","4.5","168"
"2923","tt4121522","Shuruaat Ka Interval","2014","7.6","57"
"2924","tt0338721","Annarth","2002","3.6","120"
"2925","tt0299027","Maya","2001","7.0","275"
"2926","tt0093182","Hero Hiralal","1988","6.2","230"
"2927","tt0157545","Do Ladke Dono Kadke","1979","6.5","86"
"2928","tt0408126","Pudhiya Geethai","2003","4.2","730"
"2929","tt1804604","Mee Sindhutai Sapkal","2010","7.0","112"
"2930","tt0309005","Tum Haseen Main Jawan","1970","7.1","60"
"2931","tt0353351","Dhund: The Fog","2003","2.1","227"
"2932","tt0151285","Lahu Ke Do Rang","1979","6.7","60"
"2933","tt1464549","Life Goes On","2009","6.3","66"
"2934","tt0323767","Ranga","1982","6.1","77"
"2935","tt0275217","Banarasi Babu","1973","6.9","59"
"2936","tt0311401","Kissaa Kursee Kaa","1978","7.7","95"
"2937","tt2012576","Bubble Gum","2011","7.3","415"
"2938","tt0092507","Abhimanyu","1991","7.1","250"
"2939","tt5151622","Ranbanka","2015","4.7","112"
"2940","tt0121659","Professor Ki Padosan","1994","6.6","54"
"2941","tt3453964","Jugni","2016","6.1","124"
"2942","tt2337292","Chor chor super chor","2013","6.7","215"
"2943","tt0287014","Tere Pyaar Mein","2000","5.9","125"
"2944","tt0175756","Humjoli","1970","6.0","64"
"2945","tt0290839","Sainik","1993","6.7","990"
"2946","tt0359440","Hukumat","1987","6.2","105"
"2947","tt0410591","Shart: The Challenge","2004","4.7","132"
"2948","tt1826051","Yeh Dooriyan","2011","5.0","64"
"2949","tt0244567","Jhoothi","1985","6.8","102"
"2950","tt0120545","Yugpurush: A Man Who Comes Just Once in a Way","1998","6.4","185"
"2951","tt0234211","Massey Sahib","1987","7.6","75"
"2952","tt0361746","Inaam Dus Hazaar","1987","6.5","98"
"2953","tt0266333","Biwi O Biwi","1981","6.8","160"
"2954","tt0442831","Rui Ka Bojh","1997","7.5","154"
"2955","tt0119295","Himalay Putra","1997","4.7","108"
"2956","tt0262446","Gopichand Jasoos","1982","6.3","92"
"2957","tt0813539","Mr Prime Minister","2005","5.1","51"
"2958","tt0388315","Out of Control","2003","3.3","202"
"2959","tt2957126","Kiccha","2003","7.4","88"
"2960","tt0158690","Joshila","1973","6.5","81"
"2961","tt2953786","Hubballi","2006","7.0","61"
"2962","tt0215714","Dhuan","1981","7.2","53"
"2963","tt0089678","New Delhi Times","1986","7.4","131"
"2964","tt0401532","Jaago","2004","6.7","131"
"2965","tt0453582","7 1/2 Phere: More Than a Wedding","2005","5.3","216"
"2966","tt2767712","Badlapur Boys","2014","4.8","107"
"2967","tt2218228","The Bright Day","2015","5.8","114"
"2968","tt0114230","Raja","1995","5.3","620"
"2969","tt0102701","Prahaar: The Final Attack","1991","7.9","1696"
"2970","tt0085912","Mashaal","1984","7.5","535"
"2971","tt0272118","Haathi Mere Saathi","1971","7.0","922"
"2972","tt0440590","Loha","1997","5.9","462"
"2973","tt0076167","Hum Kisise Kum Naheen","1977","7.2","401"
"2974","tt0114175","Prem","1995","4.2","176"
"2975","tt7399620","Game Over","2017","6.9","65"
"2976","tt5021968","Chinar Daastaan-E-Ishq","2015","7.1","54"
"2977","tt1809399","Utt Pataang","2011","6.0","283"
"2978","tt0110449","Mammo","1994","7.7","324"
"2979","tt7604032","Aadamkhor","2018","8.1","133"
"2980","tt0875692","Aggar: Passion Betrayal Terror","2007","4.3","252"
"2981","tt0233202","Amir Garib","1974","6.8","64"
"2982","tt0446158","Mera Damad","1995","3.2","768"
"2983","tt0137685","Ghashiram Kotwal","1976","6.8","59"
"2984","tt0187096","Govindha Govindha","1993","6.8","282"
"2985","tt0242831","Saat Rang Ke Sapne","1998","6.0","70"
"2986","tt0259541","Rihaee","1988","7.1","60"
"2987","tt0268519","Pagla Kahin Ka","1970","7.2","67"
"2988","tt0354786","Oops!","2003","3.5","84"
"2989","tt1847736","U R My Jaan","2011","6.0","88"
"2990","tt2220828","Identity Card","2014","5.9","62"
"2991","tt0213524","Bluff Master","1963","6.3","89"
"2992","tt0154857","Mawaali","1983","5.4","53"
"2993","tt1314274","Hulla","2008","6.4","199"
"2994","tt1579625","Mahathma","2009","6.0","144"
"2995","tt0841153","Rain: The Terror Within...","2005","3.4","56"
"2996","tt1020899","Say Salaam India: 'Let's Bring the Cup Home'","2007","6.5","84"
"2997","tt0156651","Joroo Ka Ghulam","1972","7.0","65"
"2998","tt0440463","Hava Aney Dey","2004","6.2","101"
"2999","tt0466580","Siskiyaan","2005","5.1","66"
"3000","tt0361796","Khatarnaak","1990","5.5","62"
"3001","tt0260144","Lok Parlok","1979","6.0","62"
"3002","tt3303416","Ya Rab","2014","6.2","270"
"3003","tt2949874","Varadanayaka","2013","6.2","132"
"3004","tt0215907","Kitaab","1977","7.3","162"
"3005","tt0272735","Mujhe Meri Biwi Se Bachaao","2001","4.3","81"
"3006","tt0302524","Ehsaas: The Feeling","2001","5.5","72"
"3007","tt0255120","Dil Pe Mat Le Yaar!!","2000","4.9","183"
"3008","tt0036077","Kismet","1943","7.5","71"
"3009","tt0830938","Overnight","2007","5.1","353"
"3010","tt1504687","I Am Singh","2011","5.2","60"
"3011","tt0158451","Aaj Ki Awaz","1984","5.6","55"
"3012","tt0262281","Bhookailas","1958","7.3","125"
"3013","tt0445033","Mass","2004","6.3","893"
"3014","tt0152509","Sohni Mahiwal","1984","6.1","197"
"3015","tt0312883","Kya Yehi Pyaar Hai","2002","3.8","387"
"3016","tt0125556","Tohfa","1984","5.7","86"
"3017","tt0247944","Badal","2000","4.9","1043"
"3018","tt2922076","Veera Parampare","2010","7.0","57"
"3019","tt0244674","Naukri","1978","7.0","61"
"3020","tt0363634","Ghar Ka Chiraag","1989","5.9","53"
"3021","tt0178181","Aamne - Saamne","1967","6.3","64"
"3022","tt0140677","Vetri Vizha","1989","7.1","236"
"3023","tt0145851","Jagriti","1956","7.1","102"
"3024","tt0301240","Moksha: Salvation","2001","6.4","346"
"3025","tt0419828","Hyderabad Blues 2","2004","6.1","221"
"3026","tt0375021","Rules: Pyaar Ka Superhit Formula","2003","6.4","284"
"3027","tt0069751","Bandhe Haath","1973","6.2","77"
"3028","tt0105161","Pratikar","1991","5.4","82"
"3029","tt0246913","Saraswathi Sabatham","1966","7.6","91"
"3030","tt3095248","Kaafiron Ki Namaaz","2013","7.0","235"
"3031","tt0375733","Encounter: The Killing","2002","6.7","108"
"3032","tt0949524","Faryad moorcheha","2006","6.2","759"
"3033","tt2137171","Oass","2012","6.7","195"
"3034","tt0158259","Taqdeer","1983","5.8","71"
"3035","tt0117099","Mr. Bechara","1996","5.5","277"
"3036","tt1474271","Love Khichdi","2009","5.8","288"
"3037","tt0246261","Surakksha","1979","7.2","69"
"3038","tt0075411","Wan Pipel","1976","6.9","180"
"3039","tt2327389","Life Ki Toh Lag Gayi","2012","5.8","192"
"3040","tt0473684","Pehchaan: The Face of Truth","2005","6.1","51"
"3041","tt1210356","Raat Gayi, Baat Gayi?","2009","6.3","503"
"3042","tt1612039","Souryam","2008","6.0","126"
"3043","tt0283911","Bas Itna Sa Khwaab Hai...","2001","3.9","536"
"3044","tt1454567","Team: The Force","2009","4.3","60"
"3045","tt0027256","Achhut Kanya","1936","7.2","83"
"3046","tt2706340","Ishk Actually","2013","2.6","129"
"3047","tt2951596","Partha","2003","7.2","56"
"3048","tt0272001","Bindhaast","1999","7.1","118"
"3049","tt0254247","Daisy","1988","7.3","65"
"3050","tt0157418","Bombay 405 Miles","1980","7.2","67"
"3051","tt2354223","Mumbai Cha Raja","2012","6.6","112"
"3052","tt0286504","Beti No. 1","2000","3.7","177"
"3053","tt0186799","Dharm Adhikari","1986","6.1","76"
"3054","tt0145856","Jhanak Jhanak Payal Baaje","1955","7.2","85"
"3055","tt4920116","Halla Gulla","2015","5.7","64"
"3056","tt1634329","Fruit & Nut","2009","3.1","56"
"3057","tt0317751","Janwar","1965","7.0","139"
"3058","tt6722870","Kadamban","2017","5.3","316"
"3059","tt0843335","Desamuduru","2007","6.1","1162"
"3060","tt0193449","Rang","1993","5.0","147"
"3061","tt0331421","Akhiyon Se Goli Maare","2002","5.0","626"
"3062","tt0099953","Kroadh","1990","5.2","129"
"3063","tt0318405","Love in Simla","1960","7.3","79"
"3064","tt0271023","Kab? Kyoon? Aur Kahan?","1970","7.2","90"
"3065","tt0087736","Mohan Joshi Hazir Ho!","1984","7.1","123"
"3066","tt0410954","Sheen","2004","6.2","54"
"3067","tt0071714","Kasauti","1974","6.3","89"
"3068","tt0982875","Gauri: The Unborn","2007","4.5","98"
"3069","tt0064371","Gladiatorerna","1969","6.8","407"
"3070","tt0068620","Garam Masala","1972","6.1","57"
"3071","tt1867070","Teen Thay Bhai","2011","4.3","290"
"3072","tt0249818","Mrugaraaju","2001","4.4","219"
"3073","tt1606162","Aakhari Decision","2010","6.0","62"
"3074","tt0988036","Fear","2007","4.0","119"
"3075","tt1071798","Frozen","2007","7.0","186"
"3076","tt0071083","27 Down","1974","7.6","87"
"3077","tt0217608","Laawaris","1999","4.3","121"
"3078","tt0026274","Devdas","1936","6.4","67"
"3079","tt0084744","Swami Dada","1982","6.4","72"
"3080","tt0107821","Phool Aur Angaar","1993","6.8","96"
"3081","tt0130348","Vinashak - Destroyer","1998","5.2","196"
"3082","tt0367214","Waaris","1988","6.7","105"
"3083","tt0098491","Toofan","1989","4.8","521"
"3084","tt5755594","Hello Mumbai: Salaam Mumbai","2016","4.2","632"
"3085","tt0493437","Apna Sapna Money Money","2006","5.3","1599"
"3086","tt0317680","Hum Hain Kamaal Ke","1993","5.7","150"
"3087","tt0417735","The Hangman","2005","7.0","58"
