index,MID,title,year,rating,num_votes
524,tt1120897,"Dhan Dhana Dhan Goal",2007,4.9,2075
525,tt1558578,"Knock Out",2010,6,1764
526,tt0456144,"Lage Raho Munna Bhai",2006,8.1,36953
527,tt4190220,"Zed Plus",2014,6.4,288
528,tt0222024,"Hum Tumhare Hain Sanam",2002,5.5,5755
529,tt0053126,"North West Frontier",1959,7.2,1867
530,tt0488798,Welcome,2007,6.8,14620
531,tt0457802,"The Blue Umbrella",2005,7.6,1583
532,tt1708453,Aakrosh,2010,7,2854
533,tt6117702,"Munna Michael",2017,3.4,2163
534,tt0451919,"Socha Na Tha",2005,7.5,6495
535,tt1434447,"Rocket Singh: Salesman of the Year",2009,7.5,15677
536,tt0920464,"Manorama Six Feet Under",2007,7.7,5459
537,tt2275802,Satyagraha,2013,6,4463
538,tt0415908,Kaal,2005,4.6,4218
539,tt0116308,Fire,1996,7.3,5264
540,tt2301155,"Shootout at Wadala",2013,5.9,5466
541,tt0119861,Pardes,1997,7,12292
542,tt0418362,"Mujhse Shaadi Karogi",2004,6.8,11746
543,tt0114234,Rangeela,1995,7.5,7835
544,tt1395025,"Agent Vinod",2012,5.1,6483
545,tt2762334,"Main Tera Hero",2014,5.3,6427
546,tt2199711,Vishwaroopam,2013,8.4,37578
547,tt4007558,Shaandaar,2015,3.7,4074
548,tt4744086,"Ki & Ka",2016,5.8,4572
549,tt1785333,Chittagong,2012,7.2,1228
550,tt2912578,"Ankur Arora Murder Case",2013,6.5,1270
551,tt0464160,"Chup Chup Ke",2006,6.7,6418
552,tt0418460,Aitraaz,2004,6.8,8684
553,tt2551378,"Bullett Raja",2013,5,3388
554,tt2658126,Commando,2013,6.1,3720
555,tt1729637,Bodyguard,2011,4.6,19770
556,tt1608777,"LSD: Love, Sex Aur Dhokha",2010,7.1,4697
557,tt1740710,"Mere Brother Ki Dulhan",2011,5.9,8137
558,tt1182972,"Bachna Ae Haseeno",2008,6.2,8969
559,tt4023852,"Welcome to Karachi",2015,4.4,936
560,tt2186933,"Luv Shuv Tey Chicken Khurana",2012,6.6,3269
561,tt1918927,"Luv Ka the End",2011,4.8,1230
562,tt0471571,Athadu,2005,8.3,9989
563,tt2229842,"Table No.21",2013,7.1,9964
564,tt0291376,"Nayak: The Real Hero",2001,7.8,11244
565,tt0072783,"Chupke Chupke",1975,8.4,9535
566,tt2556308,Holiday,2014,7.4,22160
567,tt4675030,"Great Grand Masti",2016,3.7,1838
568,tt1194232,"Jaane Kahan Se Aayi Hai",2010,4,489
569,tt0476527,Bluffmaster!,2005,6.7,5143
570,tt0976026,"Cheeni Kum",2007,6.8,4400
571,tt1784589,Players,2012,4.1,3390
572,tt0306434,Aankhen,2002,7.6,10802
573,tt0098999,Agneepath,1990,7.7,7208
574,tt0494290,Vivah,2006,6.6,7927
575,tt1620719,Dabangg,2010,6.3,24537
576,tt1703958,"Ek Main Aur Ekk Tu",2012,5.8,5891
577,tt4642936,"Warrior Savitri",2016,5,250
578,tt0454396,"Aryan: Unbreakable",2006,4.6,267
579,tt0109010,"1942: A Love Story",1994,7.3,2900
580,tt1728986,"Bol Bachchan",2012,5.5,7101
581,tt2321163,"ABCD Any Body Can Dance",2013,6.4,5596
582,tt1629391,"Tere Bin Laden",2010,7.2,9618
583,tt1720254,"Thank You",2011,4.7,4500
584,tt2385104,D-Day,2013,7.2,8127
585,tt1183917,"Teen Patti",2010,4.1,1277
586,tt2344678,Himmatwala,2013,1.7,7260
587,tt3380264,"Kill Dil",2014,4.4,3465
588,tt4300776,"Mirror Game",2017,6.1,174
589,tt1532957,Paa,2009,7.2,10475
590,tt0337578,Baghban,2003,7.4,13167
591,tt6997642,Ribbon,2017,6.9,256
592,tt1396208,"Action Replayy",2010,4.2,4802
593,tt1351224,"Pyaar Impossible!",2010,4.7,2736
594,tt0113526,"Karan Arjun",1995,6.9,11276
595,tt0086230,Sadma,1983,8.5,2587
596,tt0456165,"Salaam Namaste",2005,6.2,5927
597,tt3619772,"Hate Story 2",2014,4.4,1812
598,tt2339505,Kochadaiiyaan,2014,6.5,4452
599,tt1084972,Wanted,2009,6.6,16301
600,tt0444767,"A Sublime Love Story: Barsaat",2005,4.1,501
601,tt1602476,"Badmaa$h Company",2010,6,5469
602,tt0093578,"Mr. India",1987,7.8,11558
603,tt3368222,"Angry Indian Goddesses",2015,6.9,2334
604,tt2807410,Rudhramadevi,2015,6.1,2315
605,tt6027478,Dhruva,2016,8,4470
606,tt5457772,Sarrainodu,2016,6.4,2999
607,tt1573072,Housefull,2010,5.5,10728
608,tt2271641,Thaandavam,2012,6.1,1472
609,tt0419058,"Phir Hera Pheri",2006,6.6,11489
610,tt1255951,"De Dana Dan",2009,5.3,5834
611,tt0102825,Saajan,1991,7.3,5154
612,tt0497915,Gunda,1998,7.4,9232
613,tt0050188,"Mother India",1957,8.1,7327
614,tt2341766,"Nautanki Saala!",2013,5.8,3721
615,tt6118058,Maroon,2016,5.3,158
616,tt3595298,"Prem Ratan Dhan Payo",2015,4.7,15331
617,tt0211934,Baadshah,1999,6.9,14898
618,tt0299108,"Rehnaa Hai Terre Dil Mein",2001,7.5,5239
619,tt0419992,"My Brother... Nikhil",2005,7.4,999
620,tt1992138,Force,2011,6.4,6197
621,tt0490210,"Sarkar Raj",2008,6.8,6625
622,tt0220594,Kartoos,1999,5.3,431
623,tt0200087,Sarfarosh,1999,8.2,21507
624,tt1223922,Blue,2009,3.8,4021
625,tt0196069,Samsara,2001,7.8,6899
626,tt1706317,Tezz,2012,3.9,1893
627,tt2137241,"Rock On 2",2016,5,1679
628,tt0485272,Salaam-E-Ishq,2007,5.2,4791
629,tt1105733,"Kismat Konnection",2008,5.2,4659
630,tt6958030,1921,2018,4.3,687
631,tt6201292,Bairavaa,2017,6.2,6628
632,tt1714866,"Midnight's Children",2012,6.2,2634
633,tt0116950,Maachis,1996,7.8,1707
634,tt1884268,"Chalo Dilli",2011,6.8,2696
635,tt1221139,"Welcome to Sajjanpur",2008,6.9,2819
636,tt0824375,Nishabd,2007,5.5,1436
637,tt2826126,Shree,2013,6.4,216
638,tt0337971,Deewangee,2002,6.6,2154
639,tt0438875,Insan,2005,5,1132
640,tt0110222,"Kabhi Haan Kabhi Naa",1994,7.9,15525
641,tt2211173,Yevadu,2014,5.4,5727
642,tt0395802,Veergati,1995,5.4,700
643,tt0454435,'D',2005,6.9,1095
644,tt5209420,LoveShhuda,2016,4.5,493
645,tt2222550,"1920: Evil Returns",2012,4.9,1506
646,tt3449292,"Manjhi: The Mountain Man",2015,8,15607
647,tt0110076,"Hum Aapke Hain Koun...!",1994,7.5,16304
648,tt2932606,Siddharth,2013,7.3,546
649,tt6395306,"Union Leader",2017,7.8,1434
650,tt1239276,"Rang Rasiya",2008,7.1,1635
651,tt4024944,"Main Aur Charles",2015,6.3,1444
652,tt0313844,"16 December",2002,6.9,1004
653,tt0246879,Qurbani,1980,7.1,723
654,tt2871010,"Sonali Cable",2014,5.6,766
655,tt0098167,Rakhwala,1989,5.1,60
656,tt0137361,Anupama,1966,7.5,321
657,tt3409440,"De surprise",2015,6.7,3259
658,tt0488906,Zinda,2006,4.9,2921
659,tt2357926,"Ramaiya Vastavaiya",2013,5.7,2982
660,tt0061974,Milan,1967,7,124
661,tt0069671,Abhimaan,1973,8,2262
662,tt0065764,Geet,1970,7.3,83
663,tt2357489,Zanjeer,2013,3.3,2079
664,tt0118654,"Aunty No. 1",1998,4.2,445
665,tt0109922,"Gopi Kishan",1994,5.5,676
666,tt0391165,"Fun2shh... Dudes in the 10th Century",2003,4.5,698
667,tt0189592,"Hum Aapke Dil Mein Rehte Hain",1999,5.8,1328
668,tt0339936,"Zamane Se Kya Darna",1994,5.7,51
669,tt0266875,Raat,1992,7.2,796
670,tt0363666,Hatya,1988,7.1,299
671,tt0267905,Sangram,1993,3.3,164
672,tt0317811,Kasam,2001,4.3,88
673,tt2354407,"Teri Meri Kahaani",2012,4.8,3565
674,tt0112553,Bombay,1995,8.1,9661
675,tt0845448,Dhamaal,2007,7.2,10656
676,tt3539966,Dishkiyaoon,2014,5.3,880
677,tt0860454,"MP3: Mera Pehla Pehla Pyaar",2007,7.1,1941
678,tt1708532,Ready,2011,4.7,13176
679,tt0172574,Hulchul,1995,4.7,365
680,tt0187004,Farishtay,1991,4.9,196
681,tt0065936,"Kati Patang",1970,7.2,745
682,tt0173369,"Tum Mere Ho",1990,5.1,748
683,tt1805263,"I Am Kalam",2010,8,2992
684,tt0419468,Baabul,2006,5.5,2666
685,tt1034449,Kidnap,2008,4.6,2064
686,tt3840534,Junooniyat,2016,4.3,562
687,tt0210659,"Dulhe Raja",1998,6.6,1916
688,tt0109091,Amaanat,1994,5.5,482
689,tt0326600,"Maine Dil Tujhko Diya",2002,3.8,961
690,tt1509732,Aisha,2010,5,3467
691,tt0385782,Inteha,2003,5.4,122
692,tt1263679,Firaaq,2008,7.4,1700
693,tt0115568,Army,1996,4.4,1392
694,tt3036740,Humshakals,2014,1.8,6976
695,tt0378072,"Hum Tum",2004,7,12026
696,tt0178186,Aandhi,1975,8.2,1167
697,tt0415768,Dus,2005,5.5,2712
698,tt1890363,"Buddha in a Traffic Jam",2016,6.9,1520
699,tt1060249,Drona,2008,2.1,2216
700,tt0495032,Gangster,2006,7.1,4619
701,tt0118751,Border,1997,7.9,11431
702,tt0107060,Gumrah,1993,6.4,481
703,tt0490170,"Love Story 2050",2008,2.6,2080
704,tt4177040,"Baankey Ki Crazy Baraat",2015,6.5,239
705,tt0382385,Zameen,2003,5.3,1239
706,tt0156985,Sadak,1991,7.1,1061
707,tt0110438,"Main Khiladi Tu Anari",1994,6.9,4988
708,tt1391544,"Dhoondte Reh Jaoge",2009,5.6,569
709,tt0109710,"Eena Meena Deeka",1994,4.6,266
710,tt0234141,"Love Story",1981,6.5,333
711,tt0147811,Ankhen,1968,7.1,271
712,tt0214841,Karz,1980,7.5,1800
713,tt6080914,Dora,2017,5.4,581
714,tt0216817,"Hum Saath-Saath Hain: We Stand United",1999,6.2,5528
715,tt0214665,"Ek Phool Do Mali",1969,6.7,150
716,tt1754137,"Little Terrors",2014,7.2,83
717,tt0337652,"Jeena Sirf Merre Liye",2002,4.6,620
718,tt7274806,"Kaashi in Search of Ganga",2018,7.2,80
719,tt0050870,Pyaasa,1957,8.5,4498
720,tt2369154,"R... Rajkumar",2013,5.2,4618
721,tt0156043,"Sanam Teri Kasam",1982,6.3,105
722,tt0172617,"Izzat Ki Roti",1993,5.2,56
723,tt2939912,Traffic,2016,6.7,2254
724,tt0187279,"Meri Biwi Ka Jawab Nahin",2004,4.6,613
725,tt0886539,"Luck by Chance",2009,7.1,8646
726,tt4818930,Waiting,2015,7.2,1382
727,tt0078241,Shalimar,1978,6.3,445
728,tt0305689,"Jab Jab Phool Khile",1965,7.1,236
729,tt1241195,Aamir,2008,7.7,9284
730,tt0072860,Deewaar,1975,8.1,8625
731,tt0374271,"Tere Naam",2003,7.1,14448
732,tt0070253,Jugnu,1973,6.9,134
733,tt0379375,"Matrubhoomi: A Nation Without Women",2003,7.7,1779
734,tt0095440,"Khatron Ke Khiladi",1988,4.8,149
735,tt1522329,"Tum Mile",2009,5,1232
736,tt0173102,"Raju Ban Gaya Gentleman",1992,6.9,6568
737,tt3817652,Ranna,2015,6.3,455
738,tt1146325,"Singh Is Kinng",2008,5.8,12616
739,tt5056470,"Teraa Surroor",2016,2.8,759
740,tt0255212,"Hamara Dil Aapke Paas Hai",2000,5.6,1578
741,tt0121395,Imtihaan,1994,5.3,257
742,tt7742704,"Meri Nimmo",2018,7.2,197
743,tt1830786,Rascals,2011,2.9,2249
744,tt0177473,"Aa Gale Lag Jaa",1973,7.1,252
745,tt0294264,Aalavandhan,2001,7.1,1664
746,tt4302956,"Kis Kisko Pyaar Karoon",2015,5.7,5067
747,tt2343621,"Liar's Dice",2013,6.9,521
748,tt2622130,"Jayantabhai Ki Luv Story",2013,5.3,1094
749,tt3671294,"Khilona Bana Khalnayak",1995,7,54
750,tt0151206,"Khoon Bhari Maang",1988,6.7,849
751,tt2308773,Ishaqzaade,2012,6.6,5865
752,tt0248135,Khudgarz,1987,5.9,239
753,tt0247394,Gumnaam,1965,7.2,1067
754,tt1578261,"Break Ke Baad",2010,5.2,3570
755,tt0246456,Bazaar,1982,7.3,355
756,tt2806788,Fukrey,2013,6.9,9314
757,tt0284456,Samadhi,1972,7.5,85
758,tt0102746,Kurbaan,1991,4.2,350
759,tt0164550,Duplicate,1998,5.5,6206
760,tt7190460,Thupparivaalan,2017,7.5,2474
761,tt1227762,Aladin,2009,4.7,2343
762,tt0473310,"Ram Gopal Varma Ki Aag",2007,1.9,6344
763,tt0049041,C.I.D.,1956,7.5,524
764,tt0485522,"Umrao Jaan",2006,5.5,1723
765,tt4811706,"Six X",2016,6.7,121
766,tt2106537,"Matru ki Bijlee ka Mandola",2013,5.7,5690
767,tt3590416,"Global Baba",2016,5.5,144
768,tt0116153,"Dushman Duniya Ka",1996,4.6,581
769,tt0255309,Kurukshetra,2000,6.1,815
770,tt2675978,"Dedh Ishqiya",2014,7.1,6432
771,tt0493417,"Fool N Final",2007,3.4,1637
772,tt0305714,"Kadhal Desam",1996,6.9,361
773,tt0084667,Shakti,1982,7.8,1665
774,tt1042499,"Filth and Wisdom",2008,5.6,2319
775,tt0326576,Humraaz,2002,6.3,2560
776,tt3611266,"Bank Chor",2017,5.9,1957
777,tt0138411,Dushman,1971,7,151
778,tt1855268,"Main Krishna Hoon",2013,5.9,156
779,tt1039995,"U Me Aur Hum",2008,6,2267
780,tt1727496,"Dil Toh Baccha Hai Ji",2011,5.7,3217
781,tt0084866,Vidhaata,1982,7.1,265
782,tt0072100,"Roti Kapada Aur Makaan",1974,7,587
783,tt0105394,"Shola Aur Shabnam",1992,6.7,651
784,tt7341406,Rukh,2017,6.5,316
785,tt3681414,"Purani Jeans",2014,6.1,639
786,tt0121989,Baazi,1995,6.6,1883
787,tt0986213,"Aaja Nachle",2007,6.4,2560
788,tt0053706,"Chaudhvin Ka Chand",1960,7.2,333
789,tt0383975,Chameli,2003,7.1,1666
790,tt1671446,"Aadhi Bhagavan",2013,5.4,478
791,tt0268141,"Ananda Ashram",1977,7.2,94
792,tt0839742,"Bhopal: A Prayer for Rain",2014,7.3,1803
793,tt0317312,"Dance Dance",1987,6,212
794,tt6058394,"Anaarkali of Aarah",2017,6.5,1020
795,tt0116763,"Khamoshi: The Musical",1996,7.6,2238
796,tt1891757,Bol,2011,8.3,8090
797,tt0059246,Guide,1965,8.5,6049
798,tt4500734,"Ek Paheli Leela",2015,3.8,1521
799,tt3369670,"Children of War",2014,6.8,826
800,tt1156148,Karzzzz,2008,2.2,1075
801,tt0077451,Don,1978,7.8,9554
802,tt2302416,"Gali Guleiyan",2017,7.8,139
803,tt1334470,Raavan,2010,5.4,3778
804,tt0067183,"Har̩ Rama Har̩ Krishna",1971,7.3,677
805,tt0414714,Girlfriend,2004,3.3,304
806,tt0210609,"China Gate",1998,6.7,1144
807,tt0454431,"Chocolate: Deep Dark Secrets",2005,4.8,1732
808,tt5615116,"Dear Dad",2016,6.4,231
809,tt1288638,Dasvidaniya,2008,7.8,5220
810,tt0111068,Sangharsh,1999,7.1,4711
811,tt0154998,"Pataal Bhairavi",1985,5.7,59
812,tt0073191,"Jai Santoshi Maa",1975,6.8,92
813,tt0263491,"Jis Desh Mein Ganga Rehta Hain",2000,4.9,957
814,tt0083578,Arth,1982,8,1046
815,tt1848771,Aarakshan,2011,6.2,4447
816,tt0220757,Shool,1999,7.7,2220
817,tt5637188,"Saat Uchakkey",2016,5.7,550
818,tt0433425,Parzania,2005,7.7,1256
819,tt0348656,Khushi,2003,4.5,1411
820,tt0082797,Naseeb,1981,7.1,1237
821,tt1667823,"Bhindi Baazaar",2011,6.2,587
822,tt0230055,Bulandi,2000,5.4,527
823,tt3302962,"Shaadi Ke Side Effects",2014,5.6,3501
824,tt0175530,"Chor Machaye Shor",1974,6.6,104
825,tt5120640,Sarbjit,2016,7.3,3544
826,tt0117437,"Raja Hindustani",1996,6.1,6111
827,tt0083081,Silsila,1981,7.4,2242
828,tt0409527,Shabd,2005,5.2,1211
829,tt0267130,Yodha,1991,4.4,108
830,tt0456481,"Jaan-E-Mann: Let's Fall in Love... Again",2006,6.4,7322
831,tt0156891,"Phir Teri Kahani Yaad Aayee",1993,6,194
832,tt2246595,"Blood Money",2012,5.1,869
833,tt1191130,"Right Yaaa Wrong",2010,6.4,764
834,tt0290331,"Waqt Hamara Hai",1993,6.2,1270
835,tt0078222,"Seeta Aur Geeta",1972,6.9,1409
836,tt0396563,"Dil Ne Jise Apna Kaha",2004,4.5,1252
837,tt0253194,Kunwara,2000,5.1,665
838,tt4603640,"The Silence",2015,7.2,179
839,tt0090812,"Chameli Ki Shaadi",1986,7.6,1312
840,tt0453671,"Garam Masala",2005,6.8,11552
841,tt0215517,Angoor,1982,8.4,4196
842,tt0041619,Mahal,1949,7.1,310
843,tt0154685,"Johny Mera Naam",1970,7.4,610
844,tt0443708,"Page 3",2005,7.3,6123
845,tt0290326,"Tum Bin...: Love Will Find a Way",2001,7.5,2714
846,tt0222270,"Phir Bhi Dil Hai Hindustani",2000,6.3,5875
847,tt1082075,Pusher,2010,6.2,578
848,tt2404519,"3G - A Killer Connection",2013,3.7,1025
849,tt0286421,Achanak,1998,4.3,202
850,tt0107986,"Roop Ki Rani Choron Ka Raja",1993,4.9,726
851,tt0307873,Raaz,2002,6.5,2263
852,tt0330843,Saathiya,2002,6.9,6098
853,tt0172175,Bhabhi,1991,4.6,104
854,tt0276309,Maa,1976,6.4,72
855,tt0105166,"Prem Deewane",1992,5.2,177
856,tt2073070,"Saheb Biwi Aur Gangster",2011,7.2,3587
857,tt0499041,Kalyug,2005,6.5,2041
858,tt0319020,"Awara Paagal Deewana",2002,6.4,6786
859,tt6620324,"Indu Sarkar",2017,6,1137
860,tt0089194,Geraftaar,1985,6.1,373
861,tt2417560,Filmistaan,2012,7.3,3066
862,tt0392360,Love,1991,6,819
863,tt0172170,Bekhudi,1992,4.9,175
864,tt0106653,Dalaal,1993,6,84
865,tt4683366,"Ghayal Once Again",2016,6.5,4566
866,tt2188805,Login,2012,6.3,84
867,tt0489486,"Good Boy, Bad Boy",2007,3.8,1457
868,tt0110546,Mohra,1994,7.1,6888
869,tt5785200,Machine,2017,2.7,552
870,tt2633598,"Rise of the Zombie",2013,4,311
871,tt0246914,Sargam,1979,6.7,114
872,tt0154565,Haqeeqat,1964,7.8,386
873,tt0116391,Gang,2000,6.3,180
874,tt1099196,"Dil Dosti Etc",2007,7,2549
875,tt0104404,"Heer Ranjha",1992,5.4,110
876,tt0882967,Strangers,2007,5.1,315
877,tt0375791,Gundaraj,1995,4.4,293
878,tt0178184,"Aan Milo Sajna",1970,6.5,170
879,tt0346507,Andaaz,2003,5.6,2043
880,tt0348187,Tejasvini,1994,6.7,59
881,tt1907761,"Stanley Ka Dabba",2011,7.9,4924
882,tt0111780,"Yaar Gaddar",1994,4.4,85
883,tt0306855,Style,2001,6.7,1525
884,tt6046994,"Dongri Ka Raja",2016,4.3,118
885,tt2905768,Sahasam,2013,6.6,686
886,tt1174041,"Main Aurr Mrs Khanna",2009,3.6,2371
887,tt0347416,"LOC: Kargil",2003,5.2,2163
888,tt4262516,"Sanam Re",2016,3.2,2483
889,tt3615160,"Gyakusatsu kikan",2017,6.4,461
890,tt0071800,Majboor,1974,7.2,544
891,tt0172761,"Major Saab",1998,5.3,1848
892,tt0084630,"Satte Pe Satta",1982,7.2,2585
893,tt1455811,"Khatta Meetha",2010,5.8,8132
894,tt2406676,"Ek Thi Daayan",2013,5.7,3480
895,tt1754920,"Yeh Saali Zindagi",2011,7.5,4108
896,tt3716142,"Lekar Hum Deewana Dil",2014,4.9,642
897,tt1170404,"Mere Baap Pehle Aap",2008,5.3,1610
898,tt0281102,"Pyaar Tune Kya Kiya...",2001,5.7,688
899,tt0229193,"Aastha: In the Prison of Spring",1997,6.4,156
900,tt2215163,Issaq,2013,4.6,394
901,tt0444820,Fareb,2005,4.1,141
902,tt0995718,"Ek Chalis Ki Last Local",2007,7.3,4159
903,tt2077833,"Rowdy Rathore",2012,5.8,18480
904,tt0453729,Iqbal,2005,8.1,13954
905,tt1773015,"Phas Gaye Re Obama",2010,7.5,4463
906,tt0265690,Samraat,1982,6,119
907,tt0115042,"Zamaana Deewana",1995,5.1,1741
908,tt0097563,Ilaaka,1989,4.7,112
909,tt0823451,"Dus Kahaniyaan",2007,5.8,1398
910,tt1582466,Adhurs,2010,6.8,1945
911,tt1980986,"Housefull 2",2012,5.4,11406
912,tt0150433,Earth,1998,7.8,6797
913,tt2178508,"Son of Sardaar",2012,4,7895
914,tt0075669,"Amar Akbar Anthony",1977,7.5,5538
915,tt0341562,Satta,2003,6.9,480
916,tt0303661,"Anita & Me",2002,6.5,1547
917,tt1451797,Rann,2010,7,2085
918,tt0385351,"Yeh Lamhe Judaai Ke",2004,4.3,1472
919,tt0456500,"Kyaa Kool Hai Hum",2005,6.1,2821
920,tt0107321,"King Uncle",1993,5.2,2464
921,tt0349620,"Inteqam: The Perfect Game",2004,5.4,69
922,tt1188982,"Jai Ho",2014,5.3,15100
923,tt5785116,"Begum Jaan",2017,5.5,2185
924,tt0300475,"Shirdi Ke Sai Baba",1977,7,196
925,tt0196635,"International Khiladi",1999,5,1852
926,tt0085886,Mahaan,1983,6.2,356
927,tt0833553,"Ta Ra Rum Pum",2007,5.6,3622
928,tt0121352,Henna,1991,6.4,565
929,tt1328634,"New York",2009,6.8,9370
930,tt0322653,"Mere Yaar Ki Shaadi Hai",2002,5.3,1891
931,tt0139525,"Phool Aur Patthar",1966,6.6,185
932,tt1242530,"What's Your Raashee?",2009,4.7,2331
933,tt0470614,"Yun Hota Toh Kya Hota",2006,6.9,551
934,tt3501994,"Hawaa Hawaai",2014,7.4,1508
935,tt0251356,Qahar,1997,4,118
936,tt0189492,Dushman,1998,6.9,1547
937,tt0284811,Aarzoo,1999,5.7,1274
938,tt0486615,"London Dreams",2009,5.4,3721
939,tt0118957,"Deewana Mastana",1997,6.7,2021
940,tt0374660,Footpath,2003,5.4,670
941,tt6095994,Khoj,2017,7,340
942,tt0177502,"Aaj Ki Taaza Khabar",1973,7.4,77
943,tt0295603,"Shirdi Sai Baba",2001,3.5,161
944,tt0473567,...Yahaan,2005,7.5,978
945,tt0114031,"Oh Darling Yeh Hai India",1995,4.4,1390
946,tt0348843,Jism,2003,5.2,1863
947,tt0126871,Deewana,1992,7,5306
948,tt1185412,Veer,2010,4.7,6498
949,tt0495034,"Golmaal: Fun Unlimited",2006,7.4,12222
950,tt1252596,"Ajab Prem Ki Ghazab Kahani",2009,6.3,10310
951,tt0190419,Ghulam,1998,7.3,9734
952,tt0311411,Kranti,2002,3.8,318
953,tt2630076,"Super Nani",2014,4.7,326
954,tt0106221,"Aadmi Khilona Hai",1993,5.2,100
955,tt4386684,"31st October",2015,5.8,182
956,tt1618430,"Dum Maaro Dum",2011,6.2,3573
957,tt3107246,"Irandam Ulagam",2013,5.8,983
958,tt0077609,Ghar,1978,6.9,137
959,tt2112131,"Dabangg 2",2012,4.9,13143
960,tt6734984,"Duvvada Jagannadham",2017,5.4,2316
961,tt0371735,Hungama,2003,7.5,10340
962,tt7549484,Firangi,2017,4.7,740
963,tt0102071,Hum,1991,6.9,2243
964,tt0369516,Hawa,2003,3.4,261
965,tt0061842,"Jewel Thief",1967,7.9,1460
966,tt7262178,"Veerey Ki Wedding",2018,3.1,250
967,tt0062177,"Ram Aur Shyam",1967,7.4,734
968,tt5212160,"Chhota Bheem Himalayan Adventure",2016,6.2,72
969,tt1727535,"Rakhta Charitra 2",2010,6.4,2112
970,tt0072777,"Chhoti Si Baat",1976,8.3,3085
971,tt2094854,Inkaar,2013,6.1,2278
972,tt2361148,"Club 60",2013,7.3,368
973,tt0437238,Hulchul,2004,6.9,5264
974,tt0359325,Ghazab,1982,6.7,110
975,tt0320097,"Hum Kisi Se Kum Nahin",2002,4.4,1167
976,tt0339864,Vijeta,1996,4.2,55
977,tt0136352,Koyla,1997,6.3,7326
978,tt0109134,Anjaam,1994,7,5185
979,tt3531852,"Bhoothnath Returns",2014,6.8,4245
980,tt0374184,"Daai zek lou",2003,6.7,2566
981,tt0340178,"Jaal: The Trap",2003,4.1,375
982,tt0314557,Rajkumar,1964,7,121
983,tt0106725,"Dil Tera Aashiq",1993,5.1,548
984,tt0064506,Ittefaq,1969,7.4,733
985,tt1290054,Bhupathi,2007,6.6,56
986,tt0154749,Kudrat,1981,7.1,223
987,tt3159708,"Welcome Back",2015,4.2,4921
988,tt4338154,Hawaizaada,2015,5.6,1383
989,tt1627924,Mausam,2011,4.8,4840
990,tt4117066,"Meeruthiya Gangsters",2015,7.2,497
991,tt0151466,"Main Tulsi Tere Aangan Ki",1978,7.1,97
992,tt0155805,"Khhotte Sikkay",1974,6.7,83
993,tt3524410,"Yeh Hai Bakrapur",2014,3.8,225
994,tt0811066,"Shootout at Lokhandwala",2007,7.1,8407
995,tt5600714,"Laal Rang",2016,8.2,3526
996,tt0255097,Deewane,2000,4.7,497
997,tt0071145,Ankur,1974,8.2,747
998,tt0074417,"Do Anjaane",1976,6.9,345
999,tt3563156,Anjaan,2014,4.9,3351
